Frequency (Hz),FFT Magnitude (dB)
30.52,-74.941
30.76,-78.481
31.01,-76.344
31.25,-74.846
31.49,-67.877
31.74,-79.585
31.98,-79.838
32.23,-77.526
32.47,-71.484
32.71,-77.363
32.96,-76.577
33.20,-75.307
33.45,-72.744
33.69,-72.984
33.94,-72.406
34.18,-73.111
34.42,-70.563
34.67,-64.888
34.91,-71.635
35.16,-71.384
35.40,-72.978
35.64,-72.619
35.89,-76.043
36.13,-74.237
36.38,-76.026
36.62,-76.272
36.87,-75.753
37.11,-78.318
37.35,-78.895
37.60,-80.585
37.84,-78.131
38.09,-79.345
38.33,-78.664
38.57,-79.239
38.82,-78.224
39.06,-79.257
39.31,-77.033
39.55,-75.655
39.79,-75.202
40.04,-81.355
40.28,-80.435
40.53,-81.785
40.77,-77.090
41.02,-81.354
41.26,-77.781
41.50,-78.204
41.75,-77.952
41.99,-77.767
42.24,-77.681
42.48,-76.034
42.72,-77.723
42.97,-77.618
43.21,-76.521
43.46,-73.989
43.70,-76.247
43.95,-77.578
44.19,-74.760
44.43,-77.043
44.68,-75.575
44.92,-77.435
45.17,-76.813
45.41,-72.210
45.65,-79.113
45.90,-78.712
46.14,-82.631
46.39,-80.419
46.63,-81.196
46.88,-80.407
47.12,-76.519
47.36,-81.480
47.61,-82.027
47.85,-77.929
48.10,-81.045
48.34,-79.965
48.58,-78.372
48.83,-78.209
49.07,-78.011
49.32,-78.239
49.56,-77.997
49.80,-79.288
50.05,-79.842
50.29,-80.780
50.54,-78.073
50.78,-77.917
51.03,-77.781
51.27,-79.267
51.51,-77.596
51.76,-76.874
52.00,-78.351
52.25,-76.994
52.49,-75.313
52.73,-78.498
52.98,-78.407
53.22,-74.849
53.47,-80.216
53.71,-81.100
53.96,-79.536
54.20,-82.898
54.44,-80.277
54.69,-79.840
54.93,-78.340
55.18,-77.880
55.42,-82.112
55.66,-83.558
55.91,-79.788
56.15,-79.692
56.40,-81.253
56.64,-81.855
56.88,-81.131
57.13,-80.573
57.37,-78.495
57.62,-76.117
57.86,-73.506
58.11,-75.195
58.35,-74.237
58.59,-72.659
58.84,-75.032
59.08,-73.048
59.33,-68.729
59.57,-76.402
59.81,-81.408
60.06,-82.137
60.30,-80.700
60.55,-81.187
60.79,-77.915
61.04,-81.351
61.28,-83.478
61.52,-83.292
61.77,-81.429
62.01,-79.821
62.26,-77.176
62.50,-79.461
62.74,-74.508
62.99,-73.946
63.23,-82.208
63.48,-80.143
63.72,-79.057
63.96,-80.755
64.21,-81.379
64.45,-82.235
64.70,-82.727
64.94,-80.429
65.19,-80.521
65.43,-81.538
65.67,-82.097
65.92,-80.447
66.16,-79.757
66.41,-77.250
66.65,-77.601
66.89,-78.697
67.14,-79.035
67.38,-79.264
67.63,-77.519
67.87,-78.673
68.12,-78.399
68.36,-77.022
68.60,-79.280
68.85,-76.810
69.09,-73.611
69.34,-74.552
69.58,-77.809
69.82,-79.082
70.07,-80.977
70.31,-76.393
70.56,-79.571
70.80,-79.012
71.04,-80.103
71.29,-80.168
71.53,-80.621
71.78,-78.263
72.02,-79.802
72.27,-78.644
72.51,-79.472
72.75,-80.686
73.00,-80.698
73.24,-79.755
73.49,-80.281
73.73,-82.823
73.97,-81.260
74.22,-81.535
74.46,-79.215
74.71,-81.358
74.95,-82.301
75.20,-80.298
75.44,-78.817
75.68,-81.087
75.93,-80.163
76.17,-81.733
76.42,-81.902
76.66,-82.826
76.90,-80.630
77.15,-79.447
77.39,-82.739
77.64,-83.096
77.88,-83.576
78.12,-83.999
78.37,-83.692
78.61,-81.606
78.86,-77.662
79.10,-77.994
79.35,-80.407
79.59,-81.019
79.83,-74.587
80.08,-77.257
80.32,-79.684
80.57,-79.580
80.81,-78.440
81.05,-78.788
81.30,-78.743
81.54,-79.799
81.79,-79.491
82.03,-82.251
82.28,-79.322
82.52,-81.736
82.76,-80.922
83.01,-81.338
83.25,-78.622
83.50,-81.267
83.74,-79.822
83.98,-79.266
84.23,-80.125
84.47,-79.537
84.72,-80.013
84.96,-81.784
85.21,-80.370
85.45,-79.406
85.69,-80.533
85.94,-79.188
86.18,-81.745
86.43,-79.321
86.67,-80.944
86.91,-80.682
87.16,-81.804
87.40,-79.971
87.65,-79.774
87.89,-80.262
88.13,-78.087
88.38,-77.346
88.62,-80.534
88.87,-70.875
89.11,-73.931
89.36,-78.305
89.60,-80.637
89.84,-81.142
90.09,-80.080
90.33,-76.177
90.58,-79.488
90.82,-78.372
91.06,-76.703
91.31,-76.395
91.55,-80.256
91.80,-77.519
92.04,-79.675
92.29,-77.648
92.53,-77.267
92.77,-80.265
93.02,-81.925
93.26,-76.940
93.51,-74.469
93.75,-69.964
93.99,-74.575
94.24,-78.197
94.48,-80.860
94.73,-80.112
94.97,-81.630
95.21,-83.409
95.46,-79.854
95.70,-81.661
95.95,-82.696
96.19,-82.331
96.44,-79.645
96.68,-79.260
96.92,-80.588
97.17,-80.895
97.41,-79.651
97.66,-81.973
97.90,-82.024
98.14,-81.365
98.39,-81.918
98.63,-81.076
98.88,-77.288
99.12,-79.989
99.37,-80.202
99.61,-79.150
99.85,-80.967
100.10,-80.536
100.34,-81.392
100.59,-80.147
100.83,-78.626
101.07,-80.256
101.32,-76.982
101.56,-78.902
101.81,-77.894
102.05,-78.123
102.29,-80.556
102.54,-76.417
102.78,-79.079
103.03,-78.910
103.27,-76.010
103.52,-77.152
103.76,-76.275
104.00,-76.079
104.25,-78.358
104.49,-76.190
104.74,-76.565
104.98,-76.146
105.22,-76.179
105.47,-76.263
105.71,-76.786
105.96,-77.213
106.20,-77.742
106.45,-72.550
106.69,-77.260
106.93,-78.601
107.18,-78.740
107.42,-78.728
107.67,-77.626
107.91,-78.489
108.15,-77.086
108.40,-79.328
108.64,-79.034
108.89,-77.850
109.13,-75.612
109.38,-75.776
109.62,-74.012
109.86,-74.603
110.11,-77.716
110.35,-76.204
110.60,-75.833
110.84,-77.545
111.08,-75.751
111.33,-72.993
111.57,-73.118
111.82,-75.182
112.06,-75.624
112.30,-75.693
112.55,-72.619
112.79,-70.965
113.04,-71.277
113.28,-75.127
113.53,-74.086
113.77,-71.970
114.01,-74.076
114.26,-77.473
114.50,-75.010
114.75,-74.401
114.99,-74.273
115.23,-75.649
115.48,-76.718
115.72,-76.730
115.97,-74.742
116.21,-74.530
116.46,-74.290
116.70,-73.466
116.94,-73.925
117.19,-75.544
117.43,-74.546
117.68,-73.573
117.92,-74.660
118.16,-71.549
118.41,-69.980
118.65,-69.521
118.90,-68.324
119.14,-66.922
119.38,-64.274
119.63,-60.119
119.87,-50.857
120.12,-50.147
120.36,-59.932
120.61,-64.199
120.85,-66.907
121.09,-69.126
121.34,-70.308
121.58,-71.217
121.83,-72.516
122.07,-72.255
122.31,-64.565
122.56,-72.679
122.80,-73.983
123.05,-77.237
123.29,-76.232
123.54,-77.684
123.78,-77.700
124.02,-77.458
124.27,-75.734
124.51,-76.741
124.76,-77.237
125.00,-75.790
125.24,-78.061
125.49,-77.533
125.73,-77.448
125.98,-76.067
126.22,-76.510
126.46,-75.903
126.71,-74.917
126.95,-78.562
127.20,-77.315
127.44,-74.799
127.69,-78.666
127.93,-75.075
128.17,-75.420
128.42,-75.366
128.66,-75.621
128.91,-77.626
129.15,-78.321
129.39,-77.694
129.64,-75.631
129.88,-78.373
130.13,-74.098
130.37,-74.572
130.62,-73.701
130.86,-74.993
131.10,-74.451
131.35,-73.157
131.59,-73.953
131.84,-72.695
132.08,-72.312
132.32,-71.251
132.57,-69.665
132.81,-64.108
133.06,-48.080
133.30,-63.050
133.54,-58.928
133.79,-69.090
134.03,-72.835
134.28,-72.671
134.52,-74.363
134.77,-74.970
135.01,-74.564
135.25,-79.334
135.50,-78.154
135.74,-77.579
135.99,-77.191
136.23,-76.196
136.47,-76.238
136.72,-76.060
136.96,-74.816
137.21,-74.735
137.45,-75.232
137.70,-75.342
137.94,-76.078
138.18,-76.509
138.43,-75.554
138.67,-74.428
138.92,-77.496
139.16,-74.502
139.40,-74.684
139.65,-75.582
139.89,-74.190
140.14,-75.239
140.38,-72.987
140.62,-73.398
140.87,-72.537
141.11,-74.904
141.36,-74.789
141.60,-74.375
141.85,-76.571
142.09,-74.934
142.33,-75.229
142.58,-76.257
142.82,-76.908
143.07,-78.006
143.31,-74.867
143.55,-73.095
143.80,-73.064
144.04,-73.323
144.29,-72.520
144.53,-70.564
144.78,-75.197
145.02,-70.804
145.26,-74.283
145.51,-73.258
145.75,-74.022
146.00,-74.880
146.24,-71.532
146.48,-74.911
146.73,-73.976
146.97,-71.981
147.22,-71.172
147.46,-71.569
147.71,-73.021
147.95,-73.620
148.19,-69.841
148.44,-61.826
148.68,-66.977
148.93,-71.539
149.17,-69.730
149.41,-72.262
149.66,-72.008
149.90,-72.177
150.15,-70.889
150.39,-70.302
150.63,-70.500
150.88,-69.782
151.12,-69.058
151.37,-68.357
151.61,-70.484
151.86,-70.407
152.10,-66.732
152.34,-68.500
152.59,-68.009
152.83,-69.457
153.08,-67.570
153.32,-67.887
153.56,-69.070
153.81,-67.898
154.05,-67.798
154.30,-72.537
154.54,-71.574
154.79,-69.572
155.03,-71.972
155.27,-71.587
155.52,-70.794
155.76,-70.316
156.01,-70.979
156.25,-70.016
156.49,-72.387
156.74,-71.511
156.98,-69.825
157.23,-73.316
157.47,-72.740
157.71,-71.557
157.96,-75.967
158.20,-74.520
158.45,-71.655
158.69,-72.852
158.94,-72.074
159.18,-69.518
159.42,-71.139
159.67,-59.184
159.91,-69.483
160.16,-70.321
160.40,-71.152
160.64,-74.947
160.89,-72.839
161.13,-73.549
161.38,-74.280
161.62,-73.231
161.87,-72.611
162.11,-71.582
162.35,-74.570
162.60,-74.476
162.84,-72.485
163.09,-71.431
163.33,-70.921
163.57,-72.093
163.82,-70.761
164.06,-74.395
164.31,-73.993
164.55,-74.136
164.79,-72.468
165.04,-71.342
165.28,-73.950
165.53,-71.223
165.77,-70.033
166.02,-72.295
166.26,-72.804
166.50,-73.825
166.75,-71.101
166.99,-72.258
167.24,-71.774
167.48,-71.724
167.72,-72.530
167.97,-71.514
168.21,-70.950
168.46,-73.155
168.70,-72.785
168.95,-73.768
169.19,-73.385
169.43,-72.084
169.68,-75.574
169.92,-74.395
170.17,-74.616
170.41,-75.259
170.65,-74.140
170.90,-70.986
171.14,-71.972
171.39,-73.706
171.63,-73.674
171.88,-74.139
172.12,-74.409
172.36,-76.442
172.61,-72.492
172.85,-72.769
173.10,-70.586
173.34,-72.097
173.58,-73.010
173.83,-73.656
174.07,-73.322
174.32,-77.534
174.56,-75.742
174.80,-74.854
175.05,-74.628
175.29,-76.846
175.54,-74.992
175.78,-77.122
176.03,-74.974
176.27,-78.794
176.51,-75.355
176.76,-76.481
177.00,-75.388
177.25,-76.561
177.49,-75.345
177.73,-70.784
177.98,-73.545
178.22,-73.365
178.47,-73.529
178.71,-75.615
178.96,-75.435
179.20,-75.541
179.44,-75.127
179.69,-75.590
179.93,-74.351
180.18,-76.684
180.42,-75.626
180.66,-77.344
180.91,-74.556
181.15,-75.338
181.40,-74.823
181.64,-74.761
181.88,-76.711
182.13,-73.507
182.37,-76.158
182.62,-77.165
182.86,-75.628
183.11,-77.227
183.35,-75.716
183.59,-78.234
183.84,-77.273
184.08,-78.202
184.33,-75.048
184.57,-74.122
184.81,-75.785
185.06,-77.124
185.30,-76.262
185.55,-76.885
185.79,-72.730
186.04,-71.229
186.28,-69.800
186.52,-73.619
186.77,-67.954
187.01,-74.706
187.26,-74.928
187.50,-75.274
187.74,-74.612
187.99,-75.342
188.23,-76.001
188.48,-75.191
188.72,-73.221
188.96,-73.613
189.21,-75.239
189.45,-73.155
189.70,-72.427
189.94,-76.125
190.19,-73.102
190.43,-75.452
190.67,-73.497
190.92,-75.082
191.16,-76.268
191.41,-74.890
191.65,-75.964
191.89,-75.923
192.14,-76.251
192.38,-76.990
192.63,-78.048
192.87,-77.030
193.12,-79.507
193.36,-76.591
193.60,-77.294
193.85,-80.078
194.09,-78.272
194.34,-78.863
194.58,-79.557
194.82,-78.330
195.07,-77.747
195.31,-77.254
195.56,-76.300
195.80,-76.036
196.04,-80.490
196.29,-77.809
196.53,-76.865
196.78,-77.434
197.02,-79.372
197.27,-77.662
197.51,-76.558
197.75,-77.002
198.00,-80.396
198.24,-80.293
198.49,-78.378
198.73,-77.940
198.97,-79.216
199.22,-80.003
199.46,-78.055
199.71,-76.643
199.95,-73.083
200.20,-76.735
200.44,-78.346
200.68,-78.963
200.93,-80.190
201.17,-78.595
201.42,-78.094
201.66,-79.958
201.90,-77.623
202.15,-77.936
202.39,-78.484
202.64,-76.767
202.88,-81.156
203.12,-80.084
203.37,-79.391
203.61,-78.655
203.86,-79.112
204.10,-80.369
204.35,-76.751
204.59,-75.685
204.83,-76.658
205.08,-76.859
205.32,-79.476
205.57,-77.736
205.81,-76.884
206.05,-75.210
206.30,-77.000
206.54,-77.301
206.79,-77.985
207.03,-76.192
207.28,-76.341
207.52,-73.092
207.76,-65.775
208.01,-63.512
208.25,-73.411
208.50,-74.208
208.74,-77.160
208.98,-77.003
209.23,-76.572
209.47,-77.437
209.72,-81.294
209.96,-77.876
210.21,-78.342
210.45,-78.393
210.69,-77.511
210.94,-78.075
211.18,-79.367
211.43,-80.211
211.67,-80.347
211.91,-79.165
212.16,-82.143
212.40,-78.843
212.65,-80.191
212.89,-74.529
213.13,-77.127
213.38,-75.874
213.62,-77.610
213.87,-77.326
214.11,-77.948
214.36,-79.168
214.60,-80.895
214.84,-77.546
215.09,-78.727
215.33,-79.337
215.58,-77.902
215.82,-77.401
216.06,-77.634
216.31,-77.171
216.55,-78.043
216.80,-80.943
217.04,-80.206
217.29,-82.081
217.53,-80.386
217.77,-79.471
218.02,-80.459
218.26,-80.594
218.51,-80.208
218.75,-81.256
218.99,-80.183
219.24,-81.078
219.48,-79.373
219.73,-82.636
219.97,-79.048
220.21,-76.003
220.46,-77.321
220.70,-77.629
220.95,-76.021
221.19,-77.694
221.44,-77.756
221.68,-78.625
221.92,-78.512
222.17,-76.361
222.41,-76.877
222.66,-79.887
222.90,-78.751
223.14,-78.306
223.39,-78.129
223.63,-77.447
223.88,-79.751
224.12,-77.796
224.37,-81.776
224.61,-79.113
224.85,-78.345
225.10,-79.279
225.34,-81.977
225.59,-80.382
225.83,-79.694
226.07,-77.336
226.32,-77.385
226.56,-76.224
226.81,-80.493
227.05,-81.498
227.29,-80.942
227.54,-80.237
227.78,-80.600
228.03,-80.154
228.27,-80.447
228.52,-80.269
228.76,-78.777
229.00,-80.646
229.25,-78.551
229.49,-80.201
229.74,-81.317
229.98,-77.465
230.22,-78.626
230.47,-79.870
230.71,-81.236
230.96,-80.293
231.20,-79.383
231.45,-80.630
231.69,-81.775
231.93,-76.909
232.18,-81.073
232.42,-79.640
232.67,-77.145
232.91,-79.221
233.15,-81.786
233.40,-79.662
233.64,-79.510
233.89,-78.323
234.13,-80.336
234.38,-79.243
234.62,-76.333
234.86,-80.040
235.11,-80.067
235.35,-79.785
235.60,-79.467
235.84,-79.090
236.08,-79.716
236.33,-77.092
236.57,-78.634
236.82,-79.378
237.06,-76.997
237.30,-77.941
237.55,-76.396
237.79,-74.484
238.04,-74.633
238.28,-76.802
238.53,-76.764
238.77,-74.231
239.01,-75.671
239.26,-75.171
239.50,-65.696
239.75,-71.579
239.99,-60.276
240.23,-74.459
240.48,-75.941
240.72,-75.901
240.97,-74.422
241.21,-75.982
241.46,-76.482
241.70,-73.542
241.94,-75.427
242.19,-75.499
242.43,-74.886
242.68,-73.819
242.92,-77.148
243.16,-76.478
243.41,-77.679
243.65,-77.957
243.90,-78.808
244.14,-79.271
244.38,-81.603
244.63,-78.395
244.87,-78.444
245.12,-80.712
245.36,-78.725
245.61,-81.105
245.85,-81.023
246.09,-81.267
246.34,-83.345
246.58,-80.556
246.83,-78.550
247.07,-82.647
247.31,-79.525
247.56,-78.413
247.80,-78.659
248.05,-79.177
248.29,-78.359
248.54,-77.717
248.78,-81.080
249.02,-78.804
249.27,-81.753
249.51,-78.442
249.76,-81.021
250.00,-79.305
250.24,-79.338
250.49,-80.906
250.73,-76.384
250.98,-78.026
251.22,-77.061
251.46,-77.203
251.71,-75.296
251.95,-79.716
252.20,-75.105
252.44,-74.671
252.69,-73.498
252.93,-75.243
253.17,-71.150
253.42,-76.462
253.66,-77.618
253.91,-80.170
254.15,-80.980
254.39,-80.029
254.64,-78.841
254.88,-81.325
255.13,-78.187
255.37,-79.393
255.62,-80.956
255.86,-80.540
256.10,-79.521
256.35,-80.971
256.59,-81.571
256.84,-81.864
257.08,-79.275
257.32,-80.678
257.57,-80.082
257.81,-81.999
258.06,-82.323
258.30,-83.400
258.54,-83.233
258.79,-82.929
259.03,-84.011
259.28,-82.948
259.52,-80.450
259.77,-81.472
260.01,-82.625
260.25,-82.506
260.50,-82.335
260.74,-80.983
260.99,-82.189
261.23,-82.415
261.47,-79.986
261.72,-82.820
261.96,-81.316
262.21,-82.442
262.45,-82.580
262.70,-83.732
262.94,-82.403
263.18,-81.215
263.43,-82.054
263.67,-81.944
263.92,-85.245
264.16,-83.407
264.40,-83.421
264.65,-83.080
264.89,-85.737
265.14,-85.640
265.38,-85.254
265.62,-83.021
265.87,-83.004
266.11,-78.656
266.36,-84.027
266.60,-83.857
266.85,-82.218
267.09,-79.710
267.33,-73.216
267.58,-83.623
267.82,-84.539
268.07,-83.221
268.31,-81.100
268.55,-85.420
268.80,-83.060
269.04,-84.111
269.29,-83.171
269.53,-83.056
269.78,-80.243
270.02,-79.598
270.26,-79.531
270.51,-81.250
270.75,-82.543
271.00,-82.718
271.24,-82.828
271.48,-82.806
271.73,-82.313
271.97,-85.107
272.22,-83.289
272.46,-84.070
272.71,-82.607
272.95,-82.834
273.19,-80.663
273.44,-82.885
273.68,-85.313
273.93,-85.329
274.17,-84.739
274.41,-84.770
274.66,-85.946
274.90,-85.818
275.15,-83.437
275.39,-83.982
275.63,-85.089
275.88,-85.557
276.12,-84.625
276.37,-84.368
276.61,-83.479
276.86,-85.227
277.10,-86.652
277.34,-85.390
277.59,-83.896
277.83,-84.917
278.08,-83.829
278.32,-84.233
278.56,-84.848
278.81,-81.665
279.05,-82.308
279.30,-79.349
279.54,-78.674
279.79,-75.020
280.03,-80.282
280.27,-80.120
280.52,-84.368
280.76,-81.569
281.01,-84.156
281.25,-83.531
281.49,-82.709
281.74,-84.710
281.98,-81.232
282.23,-81.845
282.47,-82.616
282.71,-82.942
282.96,-83.424
283.20,-83.161
283.45,-85.035
283.69,-83.238
283.94,-82.777
284.18,-84.260
284.42,-85.486
284.67,-86.639
284.91,-84.121
285.16,-86.204
285.40,-88.368
285.64,-83.661
285.89,-85.083
286.13,-83.270
286.38,-83.036
286.62,-84.149
286.87,-86.749
287.11,-83.595
287.35,-86.850
287.60,-84.462
287.84,-83.841
288.09,-86.798
288.33,-85.548
288.57,-84.061
288.82,-82.737
289.06,-83.931
289.31,-83.950
289.55,-85.061
289.79,-85.058
290.04,-85.600
290.28,-82.332
290.53,-81.520
290.77,-85.976
291.02,-84.400
291.26,-88.042
291.50,-85.182
291.75,-86.468
291.99,-87.168
292.24,-85.821
292.48,-81.995
292.72,-82.765
292.97,-83.332
293.21,-83.319
293.46,-85.000
293.70,-83.859
293.95,-83.340
294.19,-85.487
294.43,-84.955
294.68,-84.361
294.92,-83.834
295.17,-84.662
295.41,-83.759
295.65,-84.790
295.90,-81.911
296.14,-82.942
296.39,-84.027
296.63,-82.651
296.88,-82.563
297.12,-82.211
297.36,-82.809
297.61,-83.187
297.85,-85.055
298.10,-83.001
298.34,-83.341
298.58,-84.722
298.83,-82.718
299.07,-84.051
299.32,-81.410
299.56,-83.595
299.80,-83.830
300.05,-82.659
300.29,-82.325
300.54,-83.739
300.78,-82.679
301.03,-84.850
301.27,-83.728
301.51,-85.829
301.76,-82.595
302.00,-84.082
302.25,-83.781
302.49,-86.247
302.73,-82.800
302.98,-83.503
303.22,-83.992
303.47,-82.500
303.71,-83.118
303.96,-81.545
304.20,-83.010
304.44,-82.839
304.69,-82.056
304.93,-81.388
305.18,-83.174
305.42,-83.714
305.66,-83.497
305.91,-81.697
306.15,-84.010
306.40,-85.310
306.64,-85.121
306.88,-84.270
307.13,-86.857
307.37,-86.764
307.62,-83.922
307.86,-82.397
308.11,-83.122
308.35,-85.827
308.59,-83.159
308.84,-84.594
309.08,-83.209
309.33,-82.282
309.57,-82.472
309.81,-85.971
310.06,-84.041
310.30,-83.993
310.55,-85.174
310.79,-83.608
311.04,-83.723
311.28,-83.641
311.52,-84.507
311.77,-83.222
312.01,-84.643
312.26,-84.821
312.50,-84.281
312.74,-83.304
312.99,-85.162
313.23,-83.280
313.48,-85.926
313.72,-84.946
313.96,-85.557
314.21,-84.006
314.45,-84.597
314.70,-86.956
314.94,-86.378
315.19,-85.760
315.43,-84.987
315.67,-82.643
315.92,-85.617
316.16,-85.651
316.41,-89.101
316.65,-87.031
316.89,-85.725
317.14,-86.111
317.38,-88.694
317.63,-87.105
317.87,-84.565
318.12,-85.961
318.36,-83.193
318.60,-85.939
318.85,-87.744
319.09,-84.809
319.34,-84.519
319.58,-84.990
319.82,-85.915
320.07,-85.646
320.31,-83.615
320.56,-85.984
320.80,-84.787
321.04,-85.139
321.29,-84.307
321.53,-89.065
321.78,-87.014
322.02,-82.695
322.27,-87.680
322.51,-88.172
322.75,-86.476
323.00,-84.024
323.24,-86.839
323.49,-82.401
323.73,-88.635
323.97,-86.204
324.22,-87.317
324.46,-85.997
324.71,-83.716
324.95,-85.702
325.20,-84.475
325.44,-84.235
325.68,-88.141
325.93,-86.647
326.17,-85.617
326.42,-84.903
326.66,-85.300
326.90,-84.386
327.15,-86.685
327.39,-85.916
327.64,-86.200
327.88,-84.728
328.12,-86.928
328.37,-85.917
328.61,-85.181
328.86,-86.033
329.10,-86.292
329.35,-87.990
329.59,-85.615
329.83,-84.547
330.08,-85.018
330.32,-85.196
330.57,-82.074
330.81,-82.040
331.05,-85.204
331.30,-85.270
331.54,-83.914
331.79,-85.523
332.03,-86.066
332.28,-83.608
332.52,-84.349
332.76,-83.854
333.01,-83.921
333.25,-84.784
333.50,-85.519
333.74,-86.141
333.98,-83.992
334.23,-85.269
334.47,-86.595
334.72,-86.928
334.96,-87.521
335.21,-86.493
335.45,-86.971
335.69,-84.768
335.94,-84.231
336.18,-89.255
336.43,-85.892
336.67,-84.799
336.91,-86.217
337.16,-85.421
337.40,-84.831
337.65,-86.348
337.89,-84.488
338.13,-85.966
338.38,-86.022
338.62,-84.434
338.87,-86.579
339.11,-88.505
339.36,-86.477
339.60,-89.353
339.84,-86.562
340.09,-86.821
340.33,-85.399
340.58,-87.258
340.82,-84.443
341.06,-83.139
341.31,-85.596
341.55,-84.867
341.80,-85.321
342.04,-86.102
342.29,-88.476
342.53,-87.670
342.77,-86.630
343.02,-83.122
343.26,-84.774
343.51,-88.895
343.75,-86.911
343.99,-87.121
344.24,-87.626
344.48,-86.571
344.73,-84.375
344.97,-85.441
345.21,-87.618
345.46,-86.857
345.70,-85.123
345.95,-80.562
346.19,-83.456
346.44,-85.998
346.68,-88.486
346.92,-89.690
347.17,-87.121
347.41,-88.311
347.66,-87.847
347.90,-85.358
348.14,-84.673
348.39,-86.798
348.63,-85.996
348.88,-84.627
349.12,-84.396
349.37,-85.441
349.61,-88.315
349.85,-88.850
350.10,-88.201
350.34,-85.261
350.59,-84.761
350.83,-84.925
351.07,-86.462
351.32,-86.028
351.56,-85.401
351.81,-85.245
352.05,-87.659
352.29,-90.861
352.54,-88.196
352.78,-88.066
353.03,-88.443
353.27,-88.157
353.52,-87.340
353.76,-87.143
354.00,-89.002
354.25,-86.267
354.49,-85.929
354.74,-83.374
354.98,-86.941
355.22,-86.278
355.47,-85.976
355.71,-82.124
355.96,-85.346
356.20,-83.893
356.45,-79.407
356.69,-85.438
356.93,-85.433
357.18,-87.683
357.42,-88.504
357.67,-85.169
357.91,-86.369
358.15,-87.862
358.40,-85.548
358.64,-85.107
358.89,-85.766
359.13,-84.175
359.38,-84.604
359.62,-83.534
359.86,-83.710
360.11,-81.685
360.35,-86.560
360.60,-85.102
360.84,-85.866
361.08,-86.007
361.33,-86.121
361.57,-86.363
361.82,-85.717
362.06,-85.033
362.30,-86.666
362.55,-85.301
362.79,-84.072
363.04,-86.632
363.28,-86.076
363.53,-84.785
363.77,-84.477
364.01,-87.332
364.26,-83.480
364.50,-87.082
364.75,-85.438
364.99,-85.189
365.23,-85.535
365.48,-83.778
365.72,-83.754
365.97,-87.001
366.21,-83.929
366.46,-84.726
366.70,-83.151
366.94,-83.707
367.19,-82.056
367.43,-82.818
367.68,-81.816
367.92,-86.261
368.16,-83.746
368.41,-84.717
368.65,-83.845
368.90,-84.784
369.14,-86.244
369.38,-84.136
369.63,-82.534
369.87,-83.832
370.12,-86.582
370.36,-85.186
370.61,-87.362
370.85,-84.685
371.09,-84.880
371.34,-86.051
371.58,-87.851
371.83,-85.005
372.07,-83.214
372.31,-84.375
372.56,-80.114
372.80,-83.300
373.05,-81.584
373.29,-84.214
373.54,-84.302
373.78,-86.496
374.02,-84.648
374.27,-86.983
374.51,-84.995
374.76,-84.363
375.00,-83.952
375.24,-84.571
375.49,-84.214
375.73,-84.156
375.98,-84.382
376.22,-86.794
376.46,-88.407
376.71,-84.527
376.95,-86.119
377.20,-85.271
377.44,-88.732
377.69,-88.720
377.93,-85.753
378.17,-88.193
