Frequency (Hz),FFT Magnitude (dB)
72.27,-75.630
72.75,-75.366
73.24,-77.217
73.73,-76.789
74.22,-78.189
74.71,-75.991
75.20,-76.273
75.68,-77.506
76.17,-76.840
76.66,-77.441
77.15,-78.264
77.64,-76.688
78.12,-75.477
78.61,-75.569
79.10,-74.428
79.59,-73.706
80.08,-73.888
80.57,-74.676
81.05,-75.092
81.54,-73.855
82.03,-74.823
82.52,-75.705
83.01,-78.031
83.50,-77.637
83.98,-77.336
84.47,-75.326
84.96,-76.019
85.45,-77.825
85.94,-76.641
86.43,-76.987
86.91,-77.009
87.40,-75.747
87.89,-77.087
88.38,-76.131
88.87,-70.034
89.36,-75.923
89.84,-75.393
90.33,-72.943
90.82,-72.467
91.31,-73.705
91.80,-73.395
92.29,-73.773
92.77,-74.505
93.26,-71.093
93.75,-66.143
94.24,-74.582
94.73,-75.511
95.21,-74.675
95.70,-75.638
96.19,-77.414
96.68,-77.967
97.17,-77.803
97.66,-77.023
98.14,-76.457
98.63,-76.318
99.12,-74.401
99.61,-74.561
100.10,-74.945
100.59,-75.697
101.07,-75.495
101.56,-73.955
102.05,-73.780
102.54,-73.934
103.03,-71.468
103.52,-71.556
104.00,-71.501
104.49,-71.139
104.98,-72.452
105.47,-71.730
105.96,-72.907
106.45,-68.514
106.93,-72.695
107.42,-71.654
107.91,-70.358
108.40,-71.974
108.89,-71.431
109.38,-70.851
109.86,-72.361
110.35,-69.846
110.84,-70.124
111.33,-70.053
111.82,-70.741
112.30,-72.262
112.79,-70.593
113.28,-68.379
113.77,-67.430
114.26,-68.238
114.75,-70.638
115.23,-69.871
115.72,-70.768
116.21,-69.166
116.70,-69.185
117.19,-67.590
117.68,-67.086
118.16,-64.808
118.65,-62.172
119.14,-59.911
119.63,-52.494
120.12,-44.953
120.61,-57.766
121.09,-62.548
121.58,-64.515
122.07,-63.540
122.56,-64.140
123.05,-68.632
123.54,-69.719
124.02,-71.327
124.51,-72.135
125.00,-72.287
125.49,-71.910
125.98,-71.339
126.46,-70.288
126.95,-70.079
127.44,-70.363
127.93,-67.584
128.42,-69.510
128.91,-71.463
129.39,-69.456
129.88,-69.430
130.37,-68.034
130.86,-67.304
131.35,-64.170
131.84,-62.736
132.32,-59.001
132.81,-50.205
133.30,-49.186
133.79,-56.356
134.28,-62.758
134.77,-66.042
135.25,-66.855
135.74,-68.406
136.23,-69.719
136.72,-70.206
137.21,-69.584
137.70,-70.405
138.18,-70.930
138.67,-71.289
139.16,-70.942
139.65,-71.269
140.14,-70.931
140.62,-69.968
141.11,-72.479
141.60,-69.434
142.09,-72.919
142.58,-70.576
143.07,-72.371
143.55,-71.376
144.04,-71.214
144.53,-67.809
145.02,-69.979
145.51,-69.984
146.00,-71.511
146.48,-70.443
146.97,-68.589
147.46,-67.205
147.95,-68.939
148.44,-60.904
148.93,-66.223
149.41,-66.397
149.90,-66.987
150.39,-67.449
150.88,-67.674
151.37,-65.821
151.86,-65.469
152.34,-66.929
152.83,-65.135
153.32,-65.678
153.81,-65.899
154.30,-66.195
154.79,-66.759
155.27,-69.517
155.76,-69.780
156.25,-71.075
156.74,-71.245
157.23,-71.399
157.71,-71.549
158.20,-71.700
158.69,-71.805
159.18,-68.720
159.67,-59.477
160.16,-70.759
160.64,-71.694
161.13,-71.040
161.62,-71.241
162.11,-69.944
162.60,-70.123
163.09,-72.685
163.57,-70.949
164.06,-71.464
164.55,-70.569
165.04,-70.042
165.53,-68.850
166.02,-69.552
166.50,-69.136
166.99,-69.348
167.48,-71.447
167.97,-71.433
168.46,-71.232
168.95,-70.798
169.43,-73.114
169.92,-72.083
170.41,-72.982
170.90,-71.977
171.39,-72.122
171.88,-74.780
172.36,-74.016
172.85,-72.184
173.34,-70.082
173.83,-73.424
174.32,-77.342
174.80,-75.635
175.29,-76.345
175.78,-75.787
176.27,-74.876
176.76,-75.464
177.25,-74.069
177.73,-74.143
178.22,-74.288
178.71,-73.569
179.20,-75.375
179.69,-74.452
180.18,-72.272
180.66,-75.095
181.15,-74.615
181.64,-75.074
182.13,-75.914
182.62,-75.648
183.11,-76.088
183.59,-75.249
184.08,-76.216
184.57,-75.099
185.06,-75.348
185.55,-74.131
186.04,-70.870
186.52,-70.152
187.01,-72.413
187.50,-72.088
187.99,-72.429
188.48,-72.837
188.96,-73.665
189.45,-73.326
189.94,-72.521
190.43,-73.583
190.92,-73.193
191.41,-74.266
191.89,-75.116
192.38,-76.176
192.87,-77.046
193.36,-78.666
193.85,-78.696
194.34,-79.284
194.82,-76.840
195.31,-77.133
195.80,-77.923
196.29,-76.462
196.78,-77.136
197.27,-75.629
197.75,-79.441
198.24,-76.955
198.73,-77.216
199.22,-76.510
199.71,-74.510
200.20,-77.606
200.68,-78.848
201.17,-77.621
201.66,-76.716
202.15,-78.346
202.64,-77.768
203.12,-79.016
203.61,-78.246
204.10,-78.085
204.59,-76.533
205.08,-74.050
205.57,-76.931
206.05,-76.186
206.54,-76.118
207.03,-75.148
207.52,-70.382
208.01,-64.016
208.50,-73.818
208.98,-76.349
209.47,-76.816
209.96,-76.399
210.45,-76.575
210.94,-78.112
211.43,-78.725
211.91,-77.231
212.40,-78.502
212.89,-74.799
213.38,-72.240
213.87,-76.895
214.36,-75.845
214.84,-75.027
215.33,-77.647
215.82,-76.357
216.31,-77.910
216.80,-78.837
217.29,-79.420
217.77,-79.983
218.26,-79.459
218.75,-78.793
219.24,-78.325
219.73,-77.740
220.21,-77.710
220.70,-76.884
221.19,-76.007
221.68,-76.343
222.17,-78.470
222.66,-77.994
223.14,-76.395
223.63,-77.341
224.12,-77.907
224.61,-78.983
225.10,-77.961
225.59,-78.754
226.07,-76.444
226.56,-73.983
227.05,-77.698
227.54,-79.103
228.03,-79.685
228.52,-80.475
229.00,-81.698
229.49,-79.689
229.98,-78.038
230.47,-78.046
230.96,-78.650
231.45,-78.551
231.93,-77.051
232.42,-78.679
232.91,-78.568
233.40,-78.465
233.89,-79.691
234.38,-77.932
234.86,-78.101
235.35,-77.520
235.84,-76.505
236.33,-75.212
236.82,-75.941
237.30,-74.169
237.79,-73.898
238.28,-73.446
238.77,-71.291
239.26,-67.521
239.75,-62.468
240.23,-65.378
240.72,-71.922
241.21,-73.007
241.70,-75.075
242.19,-74.363
242.68,-74.978
243.16,-75.681
243.65,-76.800
244.14,-76.917
244.63,-77.183
245.12,-78.562
245.61,-79.725
246.09,-81.312
246.58,-79.333
247.07,-78.577
247.56,-80.260
248.05,-79.838
248.54,-78.730
249.02,-78.280
249.51,-76.290
250.00,-76.905
250.49,-73.878
250.98,-75.737
251.46,-75.951
251.95,-76.627
252.44,-73.857
252.93,-73.191
253.42,-79.088
253.91,-78.040
254.39,-76.843
254.88,-78.532
255.37,-78.175
255.86,-79.087
256.35,-78.433
256.84,-79.112
257.32,-78.334
257.81,-80.485
258.30,-80.841
258.79,-80.711
259.28,-80.761
259.77,-79.309
260.25,-80.828
260.74,-80.010
261.23,-79.271
261.72,-81.836
262.21,-79.882
262.70,-82.191
263.18,-82.576
263.67,-81.024
264.16,-82.150
264.65,-82.590
265.14,-85.090
265.62,-83.437
266.11,-77.135
266.60,-79.831
267.09,-74.367
267.58,-78.779
268.07,-82.210
268.55,-82.410
269.04,-80.717
269.53,-82.309
270.02,-81.351
270.51,-82.584
271.00,-82.921
271.48,-81.566
271.97,-81.530
272.46,-82.368
272.95,-82.248
273.44,-82.862
273.93,-83.058
274.41,-85.811
274.90,-86.391
275.39,-84.637
275.88,-83.357
276.37,-82.897
276.86,-84.025
277.34,-83.160
277.83,-82.779
278.32,-84.191
278.81,-81.063
279.30,-77.478
279.79,-73.847
280.27,-79.302
280.76,-81.969
281.25,-81.559
281.74,-80.535
282.23,-81.426
282.71,-80.836
283.20,-82.420
283.69,-82.668
284.18,-83.949
284.67,-85.178
285.16,-83.963
285.64,-82.810
286.13,-84.592
286.62,-82.248
287.11,-82.930
287.60,-84.441
288.09,-83.891
288.57,-82.032
289.06,-83.547
289.55,-81.879
290.04,-83.607
290.53,-81.526
291.02,-81.715
291.50,-82.976
291.99,-82.251
292.48,-80.948
292.97,-78.856
293.46,-81.159
293.95,-83.576
294.43,-82.016
294.92,-82.504
295.41,-81.606
295.90,-80.306
296.39,-81.089
296.88,-81.554
297.36,-82.765
297.85,-81.581
298.34,-82.211
298.83,-81.016
299.32,-81.025
299.80,-82.790
300.29,-82.337
300.78,-81.924
301.27,-80.434
301.76,-80.874
302.25,-82.107
302.73,-81.956
303.22,-81.558
303.71,-80.529
304.20,-80.945
304.69,-79.664
305.18,-82.297
305.66,-82.164
306.15,-82.194
306.64,-82.907
307.13,-81.770
307.62,-81.694
308.11,-82.682
308.59,-83.867
309.08,-84.394
309.57,-80.446
310.06,-81.606
310.55,-81.521
311.04,-80.496
311.52,-81.278
312.01,-81.871
312.50,-82.438
312.99,-86.184
313.48,-83.791
313.96,-83.110
314.45,-85.704
314.94,-83.287
315.43,-83.636
315.92,-85.031
316.41,-85.089
316.89,-85.162
317.38,-84.966
317.87,-84.426
318.36,-82.639
318.85,-84.183
319.34,-84.180
319.82,-84.699
320.31,-82.895
320.80,-84.191
321.29,-83.418
321.78,-85.354
322.27,-82.640
322.75,-84.672
323.24,-84.253
323.73,-84.227
324.22,-84.079
324.71,-85.017
325.20,-83.938
325.68,-84.554
326.17,-83.833
326.66,-85.620
327.15,-84.521
327.64,-83.974
328.12,-83.928
328.61,-83.929
329.10,-82.859
329.59,-84.147
330.08,-81.430
330.57,-81.473
331.05,-83.283
331.54,-83.857
332.03,-84.501
332.52,-82.923
333.01,-82.609
333.50,-83.927
333.98,-84.431
334.47,-84.046
334.96,-84.112
335.45,-82.435
335.94,-83.056
336.43,-82.294
336.91,-84.650
337.40,-84.603
337.89,-84.641
338.38,-88.505
338.87,-85.322
339.36,-86.268
339.84,-84.732
340.33,-83.431
340.82,-84.137
341.31,-83.360
341.80,-83.694
342.29,-83.910
342.77,-82.957
343.26,-83.556
343.75,-84.270
344.24,-84.545
344.73,-84.686
345.21,-85.110
345.70,-83.917
346.19,-82.446
346.68,-82.802
347.17,-82.291
347.66,-80.869
348.14,-83.532
348.63,-82.989
349.12,-82.614
349.61,-83.521
350.10,-83.824
350.59,-84.556
351.07,-84.381
351.56,-83.667
352.05,-84.174
352.54,-83.610
353.03,-84.291
353.52,-83.352
354.00,-83.561
354.49,-84.184
354.98,-83.932
355.47,-83.498
355.96,-82.852
356.45,-77.148
356.93,-84.447
357.42,-84.391
357.91,-85.661
358.40,-83.186
358.89,-83.687
359.38,-81.575
359.86,-79.271
360.35,-82.522
360.84,-80.338
361.33,-82.878
361.82,-83.010
362.30,-82.585
362.79,-82.458
363.28,-83.435
363.77,-83.810
364.26,-82.677
364.75,-81.135
365.23,-80.582
365.72,-79.717
366.21,-81.874
366.70,-78.983
367.19,-80.992
367.68,-81.941
368.16,-82.053
368.65,-80.119
369.14,-79.720
369.63,-79.541
370.12,-80.635
370.61,-80.332
371.09,-81.520
371.58,-81.707
372.07,-79.945
372.56,-75.458
373.05,-78.174
373.54,-81.367
374.02,-80.602
374.51,-83.183
375.00,-83.239
375.49,-82.842
375.98,-81.811
376.46,-82.166
376.95,-82.121
377.44,-83.989
377.93,-83.339
378.42,-83.428
378.91,-80.639
379.39,-82.259
379.88,-80.465
380.37,-79.605
380.86,-80.828
381.35,-81.423
381.84,-79.299
382.32,-79.116
382.81,-81.264
383.30,-81.908
383.79,-81.046
384.28,-80.442
384.77,-82.092
385.25,-81.466
385.74,-82.838
386.23,-82.752
386.72,-81.625
387.21,-83.249
387.70,-83.023
388.18,-82.152
388.67,-81.530
389.16,-81.764
389.65,-81.790
390.14,-82.246
390.62,-83.425
391.11,-82.374
391.60,-82.232
392.09,-80.485
392.58,-78.991
393.07,-80.239
393.55,-79.661
394.04,-78.983
394.53,-78.939
395.02,-78.882
395.51,-77.671
396.00,-78.413
396.48,-78.639
396.97,-78.298
397.46,-80.051
397.95,-82.358
398.44,-78.628
398.93,-74.703
399.41,-72.150
399.90,-79.490
400.39,-80.964
400.88,-81.536
401.37,-82.316
401.86,-81.955
402.34,-82.728
402.83,-81.179
403.32,-82.604
403.81,-82.558
404.30,-81.894
404.79,-85.150
405.27,-83.844
405.76,-83.032
406.25,-82.722
406.74,-82.066
407.23,-83.108
407.71,-82.225
408.20,-82.811
408.69,-83.198
409.18,-81.476
409.67,-84.138
410.16,-82.718
410.64,-81.651
411.13,-81.162
411.62,-82.310
412.11,-82.481
412.60,-81.526
413.09,-81.509
413.57,-81.988
414.06,-80.472
414.55,-82.123
415.04,-81.487
415.53,-80.107
416.02,-81.918
416.50,-82.436
416.99,-82.860
417.48,-81.990
417.97,-81.393
418.46,-80.915
418.95,-82.635
419.43,-80.904
419.92,-81.423
420.41,-80.867
420.90,-81.982
421.39,-81.179
421.88,-81.061
422.36,-81.097
422.85,-81.697
423.34,-82.483
423.83,-82.518
424.32,-81.243
424.80,-81.980
425.29,-80.824
425.78,-79.027
426.27,-79.633
426.76,-80.524
427.25,-80.518
427.73,-81.451
428.22,-81.516
428.71,-81.433
429.20,-80.616
429.69,-79.521
430.18,-79.577
430.66,-78.980
431.15,-81.372
431.64,-81.653
432.13,-79.438
432.62,-81.044
433.11,-79.447
433.59,-79.225
434.08,-78.359
434.57,-77.565
435.06,-79.041
435.55,-77.067
436.04,-78.211
436.52,-78.382
437.01,-77.799
437.50,-79.244
437.99,-78.904
438.48,-77.412
438.96,-78.453
439.45,-77.771
439.94,-79.527
440.43,-79.207
440.92,-78.935
441.41,-76.719
441.89,-76.860
442.38,-77.890
442.87,-78.882
443.36,-78.510
443.85,-77.358
444.34,-77.734
444.82,-77.975
445.31,-77.229
445.80,-77.540
446.29,-77.298
446.78,-78.003
447.27,-80.097
447.75,-80.139
448.24,-79.361
448.73,-78.370
449.22,-79.388
449.71,-79.357
450.20,-78.821
450.68,-78.675
451.17,-77.536
451.66,-79.537
452.15,-78.713
452.64,-77.174
453.12,-78.443
453.61,-77.359
454.10,-76.979
454.59,-76.617
455.08,-76.281
455.57,-75.937
456.05,-77.273
456.54,-77.122
457.03,-76.566
457.52,-76.057
458.01,-76.007
458.50,-76.106
458.98,-76.041
459.47,-76.598
459.96,-75.756
460.45,-74.570
460.94,-76.433
461.43,-75.061
461.91,-77.144
462.40,-76.527
462.89,-78.061
463.38,-75.952
463.87,-75.201
464.36,-77.280
464.84,-77.609
465.33,-76.944
465.82,-77.279
466.31,-75.764
466.80,-75.634
467.29,-76.325
467.77,-76.481
468.26,-75.971
468.75,-76.560
469.24,-77.630
469.73,-76.769
470.21,-75.081
470.70,-76.041
471.19,-74.963
471.68,-76.214
472.17,-74.566
472.66,-75.173
473.14,-76.165
473.63,-76.741
474.12,-76.331
474.61,-75.902
475.10,-71.058
475.59,-74.360
476.07,-75.411
476.56,-76.620
477.05,-73.165
477.54,-75.548
478.03,-74.796
478.52,-74.094
479.00,-74.647
479.49,-75.077
479.98,-75.361
480.47,-75.667
480.96,-73.617
481.45,-73.759
481.93,-74.123
482.42,-73.119
482.91,-72.454
483.40,-74.688
483.89,-73.096
484.38,-73.274
484.86,-72.569
485.35,-73.600
485.84,-73.889
486.33,-74.290
486.82,-73.739
487.30,-73.207
487.79,-74.096
488.28,-74.180
488.77,-76.443
489.26,-73.996
489.75,-74.105
490.23,-73.841
490.72,-75.429
491.21,-71.377
491.70,-73.234
492.19,-74.541
492.68,-71.481
493.16,-72.521
493.65,-72.927
494.14,-71.864
494.63,-71.341
495.12,-72.463
495.61,-71.088
496.09,-73.502
496.58,-73.232
497.07,-73.277
497.56,-72.500
498.05,-74.213
498.54,-74.022
499.02,-72.138
499.51,-72.840
500.00,-70.372
500.49,-72.354
500.98,-69.711
501.46,-70.884
501.95,-71.080
502.44,-72.157
502.93,-74.236
503.42,-71.841
503.91,-73.508
504.39,-72.854
504.88,-71.971
505.37,-72.248
505.86,-72.358
506.35,-72.657
506.84,-72.470
507.32,-71.338
507.81,-72.894
508.30,-71.979
508.79,-70.894
509.28,-71.666
509.77,-71.381
510.25,-72.114
510.74,-72.207
511.23,-72.039
511.72,-70.737
512.21,-70.990
512.70,-72.435
513.18,-72.420
513.67,-70.742
514.16,-72.238
514.65,-72.074
515.14,-71.669
515.62,-73.797
516.11,-72.805
516.60,-73.010
517.09,-71.248
517.58,-70.591
518.07,-74.548
518.55,-73.246
519.04,-71.517
519.53,-72.369
520.02,-72.060
520.51,-72.036
521.00,-71.329
521.48,-70.761
521.97,-71.843
522.46,-71.681
522.95,-71.157
523.44,-72.700
523.93,-73.240
524.41,-73.470
524.90,-74.807
525.39,-73.487
525.88,-73.254
526.37,-73.236
526.86,-73.846
527.34,-73.974
527.83,-74.380
528.32,-73.584
528.81,-73.599
529.30,-73.966
529.79,-72.578
530.27,-73.295
530.76,-73.832
531.25,-70.534
531.74,-67.672
532.23,-59.571
532.71,-66.503
533.20,-71.218
533.69,-71.968
534.18,-73.863
534.67,-73.562
535.16,-74.238
535.64,-73.240
536.13,-73.268
536.62,-74.061
537.11,-72.192
537.60,-74.471
538.09,-74.380
538.57,-74.247
539.06,-74.347
539.55,-75.200
540.04,-76.595
540.53,-75.926
541.02,-74.386
541.50,-74.626
541.99,-74.358
542.48,-73.389
542.97,-72.222
543.46,-75.807
543.95,-75.689
544.43,-75.436
544.92,-74.094
545.41,-73.324
545.90,-76.027
546.39,-77.157
546.88,-76.385
547.36,-77.423
547.85,-75.856
548.34,-74.962
548.83,-76.477
549.32,-75.674
549.80,-75.178
550.29,-75.897
550.78,-76.879
551.27,-76.888
551.76,-75.308
552.25,-75.100
552.73,-76.321
553.22,-75.715
553.71,-77.402
554.20,-78.429
554.69,-76.008
555.18,-78.735
555.66,-78.141
556.15,-77.738
556.64,-80.218
557.13,-78.908
557.62,-77.809
558.11,-76.690
558.59,-76.088
559.08,-77.221
559.57,-77.263
560.06,-77.854
560.55,-77.715
561.04,-78.074
561.52,-78.589
562.01,-78.318
562.50,-76.910
562.99,-77.273
563.48,-78.434
563.96,-77.402
564.45,-77.139
564.94,-77.928
565.43,-77.981
565.92,-78.417
566.41,-78.370
566.89,-79.111
567.38,-79.404
567.87,-79.989
568.36,-78.190
568.85,-77.712
569.34,-77.878
569.82,-80.044
570.31,-79.252
570.80,-79.281
571.29,-78.825
571.78,-79.048
572.27,-78.397
572.75,-77.612
573.24,-79.673
573.73,-79.995
574.22,-80.687
574.71,-78.559
575.20,-80.195
575.68,-80.179
576.17,-78.617
576.66,-78.390
577.15,-80.965
577.64,-80.215
578.12,-80.398
578.61,-82.039
579.10,-79.790
579.59,-78.015
580.08,-80.923
580.57,-79.629
581.05,-79.513
581.54,-80.179
582.03,-80.124
582.52,-80.435
583.01,-79.156
583.50,-78.747
583.98,-81.838
584.47,-80.955
584.96,-81.031
585.45,-78.719
585.94,-79.218
586.43,-81.193
586.91,-79.709
587.40,-81.336
587.89,-79.821
588.38,-80.045
588.87,-81.947
589.36,-82.246
589.84,-80.784
590.33,-81.095
590.82,-79.768
591.31,-81.074
591.80,-80.252
592.29,-82.412
592.77,-79.005
593.26,-81.497
593.75,-81.488
594.24,-82.083
594.73,-81.408
595.21,-83.123
595.70,-82.847
596.19,-80.800
596.68,-81.530
597.17,-81.540
597.66,-82.811
598.14,-82.882
598.63,-82.731
599.12,-79.410
599.61,-81.856
600.10,-81.083
600.59,-82.427
601.07,-81.701
601.56,-80.836
602.05,-81.138
602.54,-83.880
603.03,-83.695
603.52,-81.273
604.00,-80.679
604.49,-80.620
604.98,-82.302
605.47,-83.360
605.96,-81.487
606.45,-81.849
606.93,-81.984
607.42,-82.769
607.91,-80.664
608.40,-82.097
608.89,-81.509
609.38,-83.752
609.86,-83.695
610.35,-83.151
610.84,-82.625
611.33,-81.365
611.82,-80.693
612.30,-79.134
612.79,-82.340
613.28,-84.490
613.77,-82.008
614.26,-82.835
614.75,-83.409
615.23,-81.966
615.72,-81.576
616.21,-82.135
616.70,-82.894
617.19,-83.379
617.68,-81.688
618.16,-83.194
618.65,-82.546
619.14,-81.915
619.63,-83.251
620.12,-83.212
620.61,-82.469
621.09,-83.509
621.58,-83.916
622.07,-83.752
622.56,-82.371
623.05,-82.224
623.54,-84.300
624.02,-82.737
624.51,-82.904
625.00,-82.696
625.49,-81.961
625.98,-81.973
626.46,-83.092
626.95,-81.671
627.44,-83.117
627.93,-82.046
628.42,-82.957
628.91,-83.334
629.39,-83.706
629.88,-82.349
630.37,-82.523
630.86,-82.471
631.35,-83.475
631.84,-83.584
632.32,-84.381
632.81,-85.068
633.30,-84.824
633.79,-84.415
634.28,-80.678
634.77,-84.439
635.25,-84.979
635.74,-84.735
636.23,-85.030
636.72,-83.558
637.21,-84.048
637.70,-82.822
638.18,-82.443
638.67,-83.850
639.16,-82.004
639.65,-83.473
640.14,-83.580
640.62,-83.477
641.11,-83.466
641.60,-86.061
642.09,-83.299
642.58,-84.160
643.07,-84.549
643.55,-83.297
644.04,-85.688
644.53,-85.808
645.02,-84.347
645.51,-83.988
646.00,-84.885
646.48,-83.453
646.97,-85.164
647.46,-84.128
647.95,-82.929
648.44,-84.781
648.93,-83.637
649.41,-84.874
649.90,-83.867
650.39,-84.931
650.88,-83.371
651.37,-83.722
651.86,-83.495
652.34,-84.749
652.83,-83.581
653.32,-82.969
653.81,-84.652
654.30,-84.562
654.79,-85.244
655.27,-84.944
655.76,-84.961
656.25,-82.952
656.74,-84.995
657.23,-83.886
657.71,-85.751
658.20,-86.232
658.69,-86.122
659.18,-84.808
659.67,-83.378
660.16,-82.502
660.64,-85.256
661.13,-85.931
661.62,-84.933
662.11,-84.903
662.60,-86.259
663.09,-83.862
663.57,-83.496
664.06,-83.603
664.55,-78.467
665.04,-73.520
665.53,-71.993
666.02,-80.322
666.50,-84.067
666.99,-85.318
667.48,-85.587
667.97,-84.514
668.46,-83.667
668.95,-84.963
669.43,-86.854
669.92,-86.154
670.41,-84.552
670.90,-84.997
671.39,-86.208
671.88,-85.833
672.36,-86.373
672.85,-84.434
673.34,-85.459
673.83,-85.641
674.32,-85.583
674.80,-85.215
675.29,-85.665
675.78,-86.361
676.27,-87.867
676.76,-84.532
677.25,-84.808
677.73,-87.113
678.22,-86.119
678.71,-85.858
679.20,-86.539
679.69,-86.357
680.18,-85.910
680.66,-84.938
681.15,-86.247
681.64,-86.087
682.13,-85.823
682.62,-84.816
683.11,-85.751
683.59,-85.062
684.08,-85.783
684.57,-85.995
685.06,-87.464
685.55,-84.850
686.04,-85.004
686.52,-84.984
687.01,-86.649
687.50,-85.271
687.99,-85.223
688.48,-85.057
688.96,-83.472
689.45,-86.040
689.94,-86.608
690.43,-87.749
690.92,-85.871
691.41,-85.047
691.89,-86.508
692.38,-86.743
692.87,-84.929
693.36,-84.584
693.85,-86.551
694.34,-86.637
694.82,-85.908
695.31,-85.799
695.80,-86.552
696.29,-85.573
696.78,-84.266
697.27,-86.776
697.75,-87.120
698.24,-87.245
698.73,-85.700
699.22,-84.999
699.71,-85.552
700.20,-86.621
700.68,-86.742
701.17,-86.185
701.66,-87.179
702.15,-86.791
702.64,-86.232
703.12,-86.581
703.61,-86.465
704.10,-85.141
704.59,-85.901
705.08,-86.317
705.57,-86.325
706.05,-87.257
706.54,-86.597
707.03,-86.277
707.52,-85.940
708.01,-85.719
708.50,-85.104
708.98,-87.383
709.47,-86.441
709.96,-85.665
710.45,-84.129
710.94,-84.542
711.43,-85.926
711.91,-86.333
712.40,-85.970
712.89,-86.190
713.38,-86.105
713.87,-86.044
714.36,-85.661
714.84,-86.566
715.33,-86.092
715.82,-86.808
716.31,-87.664
716.80,-86.629
717.29,-85.146
717.77,-86.986
718.26,-86.896
718.75,-87.388
719.24,-85.300
719.73,-83.497
720.21,-85.272
720.70,-86.459
721.19,-85.504
721.68,-87.735
722.17,-86.629
722.66,-86.645
723.14,-86.900
723.63,-86.676
724.12,-85.619
724.61,-85.593
725.10,-86.875
725.59,-85.549
726.07,-86.232
726.56,-86.054
727.05,-85.679
727.54,-85.630
728.03,-86.755
728.52,-85.689
729.00,-86.614
729.49,-87.112
729.98,-85.027
730.47,-85.706
730.96,-85.461
731.45,-85.917
731.93,-82.759
732.42,-82.771
732.91,-83.807
733.40,-85.079
733.89,-85.267
734.38,-85.683
734.86,-85.530
735.35,-85.150
735.84,-84.405
736.33,-83.912
736.82,-86.322
737.30,-84.673
737.79,-84.495
738.28,-86.651
738.77,-85.097
739.26,-84.885
739.75,-84.783
740.23,-85.126
740.72,-84.986
741.21,-81.657
741.70,-85.215
742.19,-83.881
742.68,-86.685
743.16,-88.083
743.65,-86.252
744.14,-85.617
744.63,-85.094
745.12,-84.724
745.61,-84.923
746.09,-86.063
746.58,-85.317
747.07,-86.559
747.56,-85.420
748.05,-85.451
748.54,-86.912
749.02,-86.306
749.51,-85.377
750.00,-84.361
750.49,-88.175
750.98,-87.352
751.46,-87.236
751.95,-87.792
752.44,-86.825
752.93,-83.889
753.42,-86.874
753.91,-85.520
754.39,-87.678
754.88,-86.862
755.37,-85.168
755.86,-85.651
756.35,-84.768
