Frequency (Hz),FFT Magnitude (dB)
153.56,-70.695
153.81,-68.329
154.05,-68.413
154.30,-68.396
154.54,-70.410
154.79,-69.601
155.03,-71.231
155.27,-70.518
155.52,-72.171
155.76,-73.137
156.01,-69.622
156.25,-71.367
156.49,-70.750
156.74,-72.907
156.98,-73.921
157.23,-71.522
157.47,-73.034
157.71,-72.002
157.96,-70.912
158.20,-72.685
158.45,-70.933
158.69,-74.213
158.94,-71.494
159.18,-68.661
159.42,-68.128
159.67,-59.900
159.91,-63.976
160.16,-68.526
160.40,-71.305
160.64,-75.074
160.89,-70.739
161.13,-71.535
161.38,-75.587
161.62,-73.496
161.87,-72.439
162.11,-71.420
162.35,-73.081
162.60,-74.827
162.84,-72.013
163.09,-71.551
163.33,-70.275
163.57,-70.896
163.82,-72.664
164.06,-74.237
164.31,-73.536
164.55,-72.313
164.79,-72.842
165.04,-72.539
165.28,-73.439
165.53,-72.819
165.77,-68.426
166.02,-71.929
166.26,-72.053
166.50,-72.593
166.75,-71.193
166.99,-71.177
167.24,-73.049
167.48,-73.269
167.72,-73.318
167.97,-74.541
168.21,-74.172
168.46,-73.315
168.70,-72.327
168.95,-73.026
169.19,-75.434
169.43,-73.561
169.68,-74.293
169.92,-72.703
170.17,-71.108
170.41,-73.381
170.65,-74.646
170.90,-72.322
171.14,-73.824
171.39,-73.404
171.63,-73.684
171.88,-75.329
172.12,-76.790
172.36,-76.105
172.61,-77.151
172.85,-73.414
173.10,-71.943
173.34,-73.022
173.58,-71.221
173.83,-75.154
174.07,-76.550
174.32,-76.307
174.56,-75.305
174.80,-76.666
175.05,-76.543
175.29,-78.271
175.54,-78.692
175.78,-73.733
176.03,-78.057
176.27,-75.882
176.51,-76.762
176.76,-74.782
177.00,-77.156
177.25,-75.286
177.49,-79.519
177.73,-72.590
177.98,-73.504
178.22,-72.507
178.47,-73.860
178.71,-76.486
178.96,-74.620
179.20,-75.080
179.44,-75.463
179.69,-75.268
179.93,-74.062
180.18,-74.367
180.42,-76.294
180.66,-76.524
180.91,-76.179
181.15,-77.653
181.40,-75.874
181.64,-76.015
181.88,-77.213
182.13,-76.704
182.37,-75.992
182.62,-76.052
182.86,-79.847
183.11,-78.924
183.35,-76.209
183.59,-78.946
183.84,-77.776
184.08,-76.525
184.33,-76.843
184.57,-75.851
184.81,-75.012
185.06,-74.915
185.30,-72.019
185.55,-72.555
185.79,-74.275
186.04,-72.048
186.28,-72.230
186.52,-71.659
186.77,-66.954
187.01,-71.980
187.26,-71.870
187.50,-73.708
187.74,-74.545
187.99,-74.722
188.23,-74.434
188.48,-74.901
188.72,-76.172
188.96,-75.124
189.21,-75.008
189.45,-73.664
189.70,-75.479
189.94,-75.267
190.19,-75.159
190.43,-74.720
190.67,-74.128
190.92,-76.699
191.16,-76.530
191.41,-75.090
191.65,-76.277
191.89,-75.926
192.14,-76.760
192.38,-77.113
192.63,-78.833
192.87,-77.579
193.12,-77.429
193.36,-78.436
193.60,-78.401
193.85,-81.424
194.09,-78.318
194.34,-78.953
194.58,-78.715
194.82,-79.133
195.07,-79.353
195.31,-77.413
195.56,-79.576
195.80,-81.564
196.04,-76.060
196.29,-78.976
196.53,-75.849
196.78,-75.738
197.02,-76.476
197.27,-75.160
197.51,-78.275
197.75,-77.777
198.00,-80.104
198.24,-77.951
198.49,-77.859
198.73,-76.802
198.97,-79.931
199.22,-79.979
199.46,-77.666
199.71,-77.032
199.95,-72.405
200.20,-77.340
200.44,-80.504
200.68,-76.682
200.93,-78.374
201.17,-79.119
201.42,-80.228
201.66,-81.264
201.90,-77.793
202.15,-78.410
202.39,-79.024
202.64,-79.507
202.88,-80.008
203.12,-80.937
203.37,-78.590
203.61,-79.763
203.86,-78.056
204.10,-76.006
204.35,-76.702
204.59,-76.703
204.83,-78.288
205.08,-77.712
205.32,-79.995
205.57,-77.376
205.81,-77.518
206.05,-80.706
206.30,-78.312
206.54,-80.825
206.79,-77.999
207.03,-76.855
207.28,-76.737
207.52,-73.579
207.76,-66.490
208.01,-62.873
208.25,-72.729
208.50,-75.444
208.74,-78.038
208.98,-77.574
209.23,-78.594
209.47,-78.453
209.72,-78.700
209.96,-79.319
210.21,-78.448
210.45,-78.291
210.69,-80.340
210.94,-81.147
211.18,-78.372
211.43,-78.251
211.67,-78.077
211.91,-76.759
212.16,-77.632
212.40,-74.836
212.65,-80.068
212.89,-76.808
213.13,-74.974
213.38,-74.499
213.62,-77.753
213.87,-76.755
214.11,-77.429
214.36,-77.021
214.60,-75.979
214.84,-78.338
215.09,-77.001
215.33,-77.833
215.58,-77.433
215.82,-78.975
216.06,-77.702
216.31,-79.700
216.55,-82.922
216.80,-81.940
217.04,-77.678
217.29,-78.843
217.53,-83.900
217.77,-82.955
218.02,-82.123
218.26,-79.645
218.51,-82.126
218.75,-81.408
218.99,-79.193
219.24,-77.972
219.48,-78.920
219.73,-77.639
219.97,-77.074
220.21,-77.647
220.46,-76.343
220.70,-75.517
220.95,-76.318
221.19,-80.198
221.44,-81.161
221.68,-80.157
221.92,-79.904
222.17,-77.643
222.41,-78.927
222.66,-79.123
222.90,-78.413
223.14,-80.499
223.39,-80.222
223.63,-78.241
223.88,-77.494
224.12,-79.047
224.37,-79.250
224.61,-80.213
224.85,-77.096
225.10,-78.296
225.34,-79.835
225.59,-81.435
225.83,-80.468
226.07,-77.215
226.32,-78.926
226.56,-74.493
226.81,-78.376
227.05,-81.133
227.29,-81.424
227.54,-81.860
227.78,-81.509
228.03,-83.361
228.27,-81.987
228.52,-79.975
228.76,-80.464
229.00,-79.917
229.25,-79.442
229.49,-79.094
229.74,-78.277
229.98,-78.255
230.22,-79.411
230.47,-78.721
230.71,-79.054
230.96,-78.112
231.20,-78.819
231.45,-77.927
231.69,-78.434
231.93,-79.308
232.18,-79.109
232.42,-77.992
232.67,-80.476
232.91,-79.190
233.15,-80.218
233.40,-81.247
233.64,-78.665
233.89,-79.347
234.13,-77.570
234.38,-80.326
234.62,-79.886
234.86,-78.687
235.11,-79.055
235.35,-81.708
235.60,-78.365
235.84,-78.794
236.08,-79.757
236.33,-78.816
236.57,-78.478
236.82,-77.456
237.06,-77.641
237.30,-76.993
237.55,-77.441
237.79,-76.418
238.04,-76.719
238.28,-76.252
238.53,-74.222
238.77,-76.837
239.01,-75.272
239.26,-73.372
239.50,-68.577
239.75,-67.725
239.99,-59.197
240.23,-71.635
240.48,-76.009
240.72,-76.115
240.97,-74.630
241.21,-76.473
241.46,-75.592
241.70,-76.754
241.94,-77.476
242.19,-73.895
242.43,-75.285
242.68,-76.355
242.92,-75.783
243.16,-77.412
243.41,-79.020
243.65,-79.889
243.90,-78.977
244.14,-80.653
244.38,-80.829
244.63,-78.778
244.87,-79.958
245.12,-82.801
245.36,-82.459
245.61,-79.768
245.85,-82.490
246.09,-81.329
246.34,-82.440
246.58,-79.609
246.83,-80.711
247.07,-79.304
247.31,-80.793
247.56,-79.551
247.80,-81.926
248.05,-80.951
248.29,-80.992
248.54,-80.448
248.78,-79.315
249.02,-79.052
249.27,-79.562
249.51,-77.974
249.76,-78.611
250.00,-78.600
250.24,-79.379
250.49,-78.370
250.73,-76.116
250.98,-75.499
251.22,-77.736
251.46,-77.513
251.71,-81.453
251.95,-77.826
252.20,-76.622
252.44,-77.884
252.69,-73.980
252.93,-76.645
253.17,-72.673
253.42,-77.805
253.66,-77.652
253.91,-79.550
254.15,-78.338
254.39,-79.250
254.64,-79.600
254.88,-80.826
255.13,-83.135
255.37,-80.201
255.62,-80.864
255.86,-82.307
256.10,-79.988
256.35,-79.839
256.59,-82.070
256.84,-82.587
257.08,-81.434
257.32,-81.713
257.57,-80.826
257.81,-82.732
258.06,-79.635
258.30,-79.744
258.54,-83.203
258.79,-82.683
259.03,-80.378
259.28,-82.852
259.52,-83.772
259.77,-80.353
260.01,-81.975
260.25,-80.949
260.50,-80.809
260.74,-79.045
260.99,-80.322
261.23,-80.890
261.47,-80.667
261.72,-82.995
261.96,-82.960
262.21,-82.413
262.45,-81.620
262.70,-81.148
262.94,-82.937
263.18,-85.007
263.43,-84.073
263.67,-83.979
263.92,-87.542
264.16,-86.145
264.40,-85.522
264.65,-85.970
264.89,-84.575
265.14,-83.765
265.38,-83.481
265.62,-82.465
265.87,-82.926
266.11,-80.484
266.36,-77.864
266.60,-82.095
266.85,-80.519
267.09,-76.686
267.33,-73.777
267.58,-82.842
267.82,-82.752
268.07,-85.179
268.31,-82.424
268.55,-82.198
268.80,-82.429
269.04,-83.959
269.29,-83.468
269.53,-83.077
269.78,-85.419
270.02,-84.105
270.26,-82.678
270.51,-83.464
270.75,-81.935
271.00,-79.871
271.24,-82.532
271.48,-82.347
271.73,-82.521
271.97,-83.376
272.22,-85.003
272.46,-84.900
272.71,-85.370
272.95,-86.064
273.19,-86.454
273.44,-85.851
273.68,-84.529
273.93,-83.424
274.17,-85.134
274.41,-84.480
274.66,-85.569
274.90,-84.590
275.15,-84.773
275.39,-85.650
275.63,-84.900
275.88,-84.018
276.12,-84.417
276.37,-83.661
276.61,-84.227
276.86,-86.957
277.10,-84.761
277.34,-85.669
277.59,-85.216
277.83,-85.848
278.08,-83.865
278.32,-84.659
278.56,-84.845
278.81,-85.258
279.05,-84.161
279.30,-79.730
279.54,-80.551
279.79,-73.508
280.03,-83.375
280.27,-81.406
280.52,-81.892
280.76,-83.311
281.01,-85.295
281.25,-84.692
281.49,-83.752
281.74,-84.085
281.98,-84.279
282.23,-85.003
282.47,-84.516
282.71,-83.583
282.96,-83.481
283.20,-84.891
283.45,-85.105
283.69,-85.442
283.94,-88.005
284.18,-85.768
284.42,-87.254
284.67,-85.884
284.91,-84.153
285.16,-87.518
285.40,-85.172
285.64,-85.763
285.89,-87.071
286.13,-84.911
286.38,-84.436
286.62,-86.485
286.87,-84.825
287.11,-86.529
287.35,-83.881
287.60,-87.971
287.84,-87.610
288.09,-86.442
288.33,-86.559
288.57,-86.048
288.82,-84.250
289.06,-84.798
289.31,-84.251
289.55,-83.914
289.79,-85.652
290.04,-85.382
290.28,-85.058
290.53,-86.429
290.77,-87.152
291.02,-84.308
291.26,-85.479
291.50,-84.760
291.75,-85.948
291.99,-86.638
292.24,-87.420
292.48,-85.378
292.72,-84.281
292.97,-83.047
293.21,-81.720
293.46,-85.590
293.70,-84.778
293.95,-84.857
294.19,-85.691
294.43,-83.153
294.68,-87.632
294.92,-85.025
295.17,-83.339
295.41,-83.814
295.65,-82.089
295.90,-84.043
296.14,-85.135
296.39,-82.595
296.63,-84.409
296.88,-81.957
297.12,-82.294
297.36,-84.847
297.61,-85.913
297.85,-83.394
298.10,-84.168
298.34,-85.075
298.58,-86.181
298.83,-84.222
299.07,-83.835
299.32,-84.768
299.56,-86.507
299.80,-86.447
300.05,-86.886
300.29,-85.636
300.54,-84.319
300.78,-86.040
301.03,-84.217
301.27,-83.811
301.51,-85.305
301.76,-84.227
302.00,-86.336
302.25,-84.765
302.49,-84.939
302.73,-86.420
302.98,-83.806
303.22,-84.431
303.47,-84.556
303.71,-85.234
303.96,-84.007
304.20,-85.212
304.44,-83.537
304.69,-83.413
304.93,-85.173
305.18,-83.083
305.42,-85.540
305.66,-82.570
305.91,-85.765
306.15,-87.052
306.40,-87.708
306.64,-86.616
306.88,-84.913
307.13,-85.737
307.37,-85.492
307.62,-87.126
307.86,-88.423
308.11,-87.971
308.35,-88.293
308.59,-86.419
308.84,-84.075
309.08,-85.687
309.33,-86.884
309.57,-86.642
309.81,-85.066
310.06,-85.005
310.30,-86.070
310.55,-85.184
310.79,-84.564
311.04,-84.482
311.28,-85.283
311.52,-85.120
311.77,-83.575
312.01,-86.324
312.26,-85.985
312.50,-84.699
312.74,-86.286
312.99,-85.315
313.23,-87.034
313.48,-86.464
313.72,-85.176
313.96,-87.943
314.21,-89.036
314.45,-86.962
314.70,-85.270
314.94,-88.510
315.19,-88.542
315.43,-86.078
315.67,-83.537
315.92,-85.171
316.16,-87.787
316.41,-86.312
316.65,-87.976
316.89,-87.003
317.14,-87.529
317.38,-86.358
317.63,-85.168
317.87,-85.916
318.12,-83.575
318.36,-87.205
318.60,-85.316
318.85,-86.116
319.09,-87.023
319.34,-88.216
319.58,-87.053
319.82,-86.914
320.07,-87.549
320.31,-89.358
320.56,-85.554
320.80,-88.391
321.04,-88.599
321.29,-87.487
321.53,-86.047
321.78,-86.814
322.02,-88.619
322.27,-89.847
322.51,-88.037
322.75,-86.657
323.00,-85.653
323.24,-84.603
323.49,-87.517
323.73,-87.232
323.97,-86.757
324.22,-88.553
324.46,-86.990
324.71,-88.505
324.95,-86.693
325.20,-86.531
325.44,-88.269
325.68,-84.746
325.93,-87.013
326.17,-88.213
326.42,-88.662
326.66,-86.988
326.90,-85.782
327.15,-85.181
327.39,-87.722
327.64,-86.603
327.88,-88.272
328.12,-86.707
328.37,-87.075
328.61,-87.484
328.86,-89.144
329.10,-86.406
329.35,-87.646
329.59,-85.542
329.83,-86.223
330.08,-85.276
330.32,-85.397
330.57,-85.936
330.81,-86.384
331.05,-85.076
331.30,-83.527
331.54,-85.581
331.79,-85.890
332.03,-84.933
332.28,-84.147
332.52,-85.395
332.76,-85.009
333.01,-86.636
333.25,-87.362
333.50,-87.417
333.74,-86.776
333.98,-90.350
334.23,-86.523
334.47,-87.460
334.72,-87.934
334.96,-89.478
335.21,-86.929
335.45,-86.738
335.69,-87.839
335.94,-87.645
336.18,-87.387
336.43,-86.990
336.67,-89.647
336.91,-88.670
337.16,-88.471
337.40,-88.690
337.65,-91.124
337.89,-91.109
338.13,-85.667
338.38,-88.712
338.62,-86.425
338.87,-88.537
339.11,-87.222
339.36,-88.073
339.60,-88.200
339.84,-87.595
340.09,-88.871
340.33,-88.710
340.58,-89.352
340.82,-85.861
341.06,-87.800
341.31,-88.050
341.55,-87.716
341.80,-89.763
342.04,-89.537
342.29,-88.585
342.53,-86.154
342.77,-86.263
343.02,-87.191
343.26,-88.480
343.51,-86.729
343.75,-85.987
343.99,-87.468
344.24,-88.750
344.48,-87.931
344.73,-88.755
344.97,-89.857
345.21,-89.499
345.46,-85.734
345.70,-86.061
345.95,-85.609
346.19,-79.942
346.44,-85.376
346.68,-86.798
346.92,-85.535
347.17,-89.883
347.41,-87.407
347.66,-84.180
347.90,-87.853
348.14,-86.287
348.39,-86.368
348.63,-86.828
348.88,-86.304
349.12,-87.660
349.37,-86.549
349.61,-87.887
349.85,-89.575
350.10,-86.019
350.34,-86.832
350.59,-87.101
350.83,-88.449
351.07,-87.039
351.32,-87.321
351.56,-88.198
351.81,-86.583
352.05,-89.960
352.29,-88.686
352.54,-87.392
352.78,-87.534
353.03,-88.168
353.27,-89.876
353.52,-87.723
353.76,-87.863
354.00,-87.141
354.25,-87.135
354.49,-87.845
354.74,-86.230
354.98,-86.678
355.22,-86.411
355.47,-87.764
355.71,-86.994
355.96,-85.478
356.20,-86.383
356.45,-79.397
356.69,-87.927
356.93,-88.877
357.18,-89.471
357.42,-88.637
357.67,-88.053
357.91,-89.553
358.15,-90.132
358.40,-88.514
358.64,-87.591
358.89,-87.587
359.13,-86.066
359.38,-85.688
359.62,-83.476
359.86,-87.184
360.11,-83.084
360.35,-86.578
360.60,-84.895
360.84,-85.992
361.08,-85.415
361.33,-86.920
361.57,-86.334
361.82,-84.392
362.06,-90.193
362.30,-90.149
362.55,-90.643
362.79,-87.546
363.04,-87.077
363.28,-85.210
363.53,-86.554
363.77,-87.185
364.01,-84.180
364.26,-87.245
364.50,-86.158
364.75,-86.643
364.99,-85.862
365.23,-87.472
365.48,-85.135
365.72,-84.921
365.97,-83.099
366.21,-85.374
366.46,-86.360
366.70,-84.087
366.94,-84.993
367.19,-84.103
367.43,-86.258
367.68,-86.583
367.92,-85.591
368.16,-85.888
368.41,-84.603
368.65,-84.636
368.90,-89.490
369.14,-87.533
369.38,-87.592
369.63,-86.134
369.87,-84.113
370.12,-85.757
370.36,-87.295
370.61,-86.527
370.85,-85.890
371.09,-85.183
371.34,-85.046
371.58,-87.119
371.83,-83.296
372.07,-87.344
372.31,-86.070
372.56,-85.369
372.80,-79.536
373.05,-84.555
373.29,-85.411
373.54,-87.354
373.78,-86.645
374.02,-87.793
374.27,-88.874
374.51,-86.211
374.76,-86.937
375.00,-86.269
375.24,-87.783
375.49,-86.835
375.73,-88.302
375.98,-85.661
376.22,-88.283
376.46,-85.905
376.71,-86.803
376.95,-87.303
377.20,-87.792
377.44,-88.168
377.69,-86.781
377.93,-89.220
378.17,-87.092
