Frequency (Hz),FFT Magnitude (dB)
1722.66,-72.493
1723.14,-74.036
1723.63,-75.383
1724.12,-74.722
1724.61,-74.320
1725.10,-74.168
1725.59,-74.610
1726.07,-75.019
1726.56,-73.578
1727.05,-75.013
1727.54,-73.793
1728.03,-73.991
1728.52,-74.646
1729.00,-74.903
1729.49,-76.427
1729.98,-74.797
1730.47,-73.781
1730.96,-74.422
1731.45,-77.153
1731.93,-76.059
1732.42,-75.137
1732.91,-74.384
1733.40,-74.790
1733.89,-74.194
1734.38,-74.421
1734.86,-75.005
1735.35,-75.858
1735.84,-75.040
1736.33,-74.986
1736.82,-73.805
1737.30,-74.182
1737.79,-73.470
1738.28,-76.070
1738.77,-75.426
1739.26,-75.704
1739.75,-75.596
1740.23,-76.324
1740.72,-76.713
1741.21,-78.237
1741.70,-77.322
1742.19,-76.498
1742.68,-76.889
1743.16,-76.442
1743.65,-76.011
1744.14,-76.893
1744.63,-77.468
1745.12,-77.334
1745.61,-76.622
1746.09,-76.706
1746.58,-75.516
1747.07,-75.628
1747.56,-75.815
1748.05,-75.574
1748.54,-77.480
1749.02,-77.322
1749.51,-77.740
1750.00,-74.990
1750.49,-77.092
1750.98,-76.533
1751.46,-75.584
1751.95,-75.762
1752.44,-76.964
1752.93,-76.530
1753.42,-76.274
1753.91,-76.494
1754.39,-76.483
1754.88,-78.037
1755.37,-79.647
1755.86,-76.030
1756.35,-76.311
1756.84,-77.300
1757.32,-77.009
1757.81,-76.161
1758.30,-77.712
1758.79,-76.290
1759.28,-77.382
1759.77,-76.911
1760.25,-75.775
1760.74,-78.348
1761.23,-77.276
1761.72,-77.436
1762.21,-77.096
1762.70,-75.859
1763.18,-76.559
1763.67,-76.981
1764.16,-75.116
1764.65,-77.484
1765.14,-76.314
1765.62,-77.711
1766.11,-78.387
1766.60,-76.934
1767.09,-76.291
1767.58,-76.314
1768.07,-78.520
1768.55,-78.487
1769.04,-77.381
1769.53,-76.912
1770.02,-75.499
1770.51,-77.631
1771.00,-77.772
1771.48,-76.729
1771.97,-77.424
1772.46,-78.342
1772.95,-76.558
1773.44,-77.901
1773.93,-77.816
1774.41,-77.034
1774.90,-77.721
1775.39,-78.644
1775.88,-78.275
1776.37,-77.798
1776.86,-76.701
1777.34,-78.346
1777.83,-77.878
1778.32,-78.598
1778.81,-78.208
1779.30,-77.043
1779.79,-78.268
1780.27,-78.686
1780.76,-80.074
1781.25,-78.156
1781.74,-78.804
1782.23,-78.851
1782.71,-77.513
1783.20,-76.305
1783.69,-78.935
1784.18,-76.106
1784.67,-77.651
1785.16,-77.098
1785.64,-77.580
1786.13,-76.921
1786.62,-78.922
1787.11,-78.753
1787.60,-78.987
1788.09,-79.691
1788.57,-79.401
1789.06,-78.384
1789.55,-77.829
1790.04,-77.294
1790.53,-78.378
1791.02,-78.461
1791.50,-80.137
1791.99,-77.055
1792.48,-78.893
1792.97,-79.043
1793.46,-78.638
1793.95,-80.282
1794.43,-79.233
1794.92,-78.633
1795.41,-78.251
1795.90,-79.637
1796.39,-79.064
1796.88,-78.482
1797.36,-78.629
1797.85,-77.792
1798.34,-79.485
1798.83,-80.065
1799.32,-78.993
1799.80,-78.439
1800.29,-78.246
1800.78,-79.286
1801.27,-78.047
1801.76,-78.318
1802.25,-80.448
1802.73,-79.296
1803.22,-78.988
1803.71,-79.496
1804.20,-78.934
1804.69,-80.897
1805.18,-79.051
1805.66,-79.091
1806.15,-80.349
1806.64,-78.427
1807.13,-77.752
1807.62,-79.716
1808.11,-79.306
1808.59,-78.957
1809.08,-79.551
1809.57,-78.779
1810.06,-78.604
1810.55,-78.873
1811.04,-78.801
1811.52,-79.008
1812.01,-78.629
1812.50,-80.903
1812.99,-78.484
1813.48,-78.071
1813.96,-79.273
1814.45,-78.839
1814.94,-78.906
1815.43,-79.400
1815.92,-79.695
1816.41,-78.724
1816.89,-78.759
1817.38,-79.225
1817.87,-77.009
1818.36,-78.742
1818.85,-77.779
1819.34,-76.563
1819.82,-78.802
1820.31,-79.835
1820.80,-76.571
1821.29,-77.434
1821.78,-77.981
1822.27,-79.874
1822.75,-78.958
1823.24,-78.305
1823.73,-79.995
1824.22,-76.204
1824.71,-78.782
1825.20,-80.218
1825.68,-80.259
1826.17,-79.188
1826.66,-79.037
1827.15,-79.254
1827.64,-80.793
1828.12,-81.125
1828.61,-81.080
1829.10,-80.093
1829.59,-79.504
1830.08,-80.448
1830.57,-80.478
1831.05,-79.829
1831.54,-79.298
1832.03,-81.635
1832.52,-80.287
1833.01,-79.424
1833.50,-80.022
1833.98,-79.747
1834.47,-78.697
1834.96,-78.344
1835.45,-78.954
1835.94,-79.295
1836.43,-78.760
1836.91,-80.221
1837.40,-79.936
1837.89,-80.265
1838.38,-78.796
1838.87,-77.861
1839.36,-79.262
1839.84,-78.487
1840.33,-77.854
1840.82,-79.964
1841.31,-79.971
1841.80,-79.977
1842.29,-80.984
1842.77,-81.383
1843.26,-80.131
1843.75,-80.929
1844.24,-79.433
1844.73,-80.346
1845.21,-78.085
1845.70,-79.312
1846.19,-79.445
1846.68,-78.497
1847.17,-81.975
1847.66,-80.185
1848.14,-79.499
1848.63,-78.835
1849.12,-78.841
1849.61,-79.810
1850.10,-80.140
1850.59,-79.362
1851.07,-79.881
1851.56,-80.127
1852.05,-80.066
1852.54,-80.602
1853.03,-81.140
1853.52,-78.603
1854.00,-79.762
1854.49,-78.386
1854.98,-79.551
1855.47,-78.975
1855.96,-78.866
1856.45,-78.897
1856.93,-78.095
1857.42,-79.334
1857.91,-79.695
1858.40,-79.075
1858.89,-77.924
1859.38,-79.009
1859.86,-79.235
1860.35,-80.897
1860.84,-80.280
1861.33,-79.711
1861.82,-80.119
1862.30,-80.935
1862.79,-80.154
1863.28,-78.916
1863.77,-80.442
1864.26,-80.626
1864.75,-82.287
1865.23,-79.230
1865.72,-81.660
1866.21,-79.187
1866.70,-81.349
1867.19,-81.556
1867.68,-78.495
1868.16,-80.597
1868.65,-78.929
1869.14,-79.800
1869.63,-80.609
1870.12,-79.849
1870.61,-80.324
1871.09,-78.972
1871.58,-79.369
1872.07,-80.907
1872.56,-79.277
1873.05,-80.478
1873.54,-81.040
1874.02,-80.680
1874.51,-80.708
1875.00,-78.855
1875.49,-78.501
1875.98,-79.444
1876.46,-80.567
1876.95,-80.105
1877.44,-81.403
1877.93,-79.702
1878.42,-79.942
1878.91,-80.348
1879.39,-80.881
1879.88,-79.292
1880.37,-79.242
1880.86,-80.170
1881.35,-80.722
1881.84,-79.732
1882.32,-79.786
1882.81,-77.582
1883.30,-79.574
1883.79,-79.661
1884.28,-79.299
1884.77,-80.594
1885.25,-78.585
1885.74,-79.258
1886.23,-80.587
1886.72,-79.590
1887.21,-80.883
1887.70,-79.782
1888.18,-80.710
1888.67,-80.115
1889.16,-79.366
1889.65,-80.756
1890.14,-81.808
1890.62,-79.662
1891.11,-79.986
1891.60,-80.258
1892.09,-81.965
1892.58,-81.544
1893.07,-78.631
1893.55,-80.396
1894.04,-79.066
1894.53,-79.675
1895.02,-81.107
1895.51,-78.485
1896.00,-80.284
1896.48,-80.751
1896.97,-80.232
1897.46,-81.564
1897.95,-81.336
1898.44,-80.826
1898.93,-80.199
1899.41,-81.193
1899.90,-78.674
1900.39,-79.190
1900.88,-80.054
1901.37,-80.184
1901.86,-79.873
1902.34,-80.354
1902.83,-81.285
1903.32,-79.945
1903.81,-80.471
1904.30,-80.156
1904.79,-78.474
1905.27,-81.865
1905.76,-80.921
1906.25,-79.432
1906.74,-80.544
1907.23,-79.589
1907.71,-79.070
1908.20,-79.355
1908.69,-78.165
1909.18,-80.067
1909.67,-78.952
1910.16,-80.632
1910.64,-80.317
1911.13,-78.841
1911.62,-80.481
1912.11,-80.942
1912.60,-80.092
1913.09,-80.447
1913.57,-80.565
1914.06,-81.193
1914.55,-80.252
1915.04,-79.821
1915.53,-80.022
1916.02,-79.123
1916.50,-79.767
1916.99,-79.217
1917.48,-80.241
1917.97,-79.505
1918.46,-78.155
1918.95,-80.748
1919.43,-81.340
1919.92,-79.911
1920.41,-81.143
1920.90,-79.026
1921.39,-80.928
1921.88,-80.649
1922.36,-80.428
1922.85,-80.837
1923.34,-80.029
1923.83,-83.814
1924.32,-80.606
1924.80,-79.578
1925.29,-80.103
1925.78,-80.045
1926.27,-78.198
1926.76,-81.590
1927.25,-80.008
1927.73,-78.994
1928.22,-79.467
1928.71,-79.678
1929.20,-79.941
1929.69,-79.970
1930.18,-82.219
1930.66,-79.991
1931.15,-80.440
1931.64,-79.847
1932.13,-77.850
1932.62,-79.986
1933.11,-78.820
1933.59,-78.398
1934.08,-79.514
1934.57,-79.157
1935.06,-78.511
1935.55,-80.637
1936.04,-79.273
1936.52,-79.517
1937.01,-78.561
1937.50,-78.503
1937.99,-79.892
1938.48,-79.486
1938.96,-80.102
1939.45,-79.984
1939.94,-80.147
1940.43,-81.040
1940.92,-80.210
1941.41,-78.548
1941.89,-80.269
1942.38,-78.888
1942.87,-80.671
1943.36,-81.304
1943.85,-78.796
1944.34,-79.537
1944.82,-79.296
1945.31,-78.168
1945.80,-79.498
1946.29,-79.289
1946.78,-78.458
1947.27,-78.787
1947.75,-80.970
1948.24,-80.191
1948.73,-79.534
1949.22,-78.819
1949.71,-79.840
1950.20,-79.920
1950.68,-80.963
1951.17,-79.229
1951.66,-80.000
1952.15,-78.594
1952.64,-80.174
1953.12,-80.889
1953.61,-79.556
1954.10,-80.133
1954.59,-77.512
1955.08,-78.470
1955.57,-78.444
1956.05,-77.227
1956.54,-79.097
1957.03,-78.964
1957.52,-80.142
1958.01,-78.646
1958.50,-78.618
1958.98,-79.590
1959.47,-79.210
1959.96,-78.513
1960.45,-78.915
1960.94,-78.295
1961.43,-79.533
1961.91,-79.138
1962.40,-78.355
1962.89,-78.837
1963.38,-78.897
1963.87,-79.268
1964.36,-79.450
1964.84,-78.456
1965.33,-77.999
1965.82,-80.028
1966.31,-78.849
1966.80,-79.476
1967.29,-80.530
1967.77,-81.052
1968.26,-78.792
1968.75,-78.909
1969.24,-81.785
1969.73,-80.656
1970.21,-79.382
1970.70,-80.294
1971.19,-78.164
1971.68,-78.942
1972.17,-79.303
1972.66,-78.699
1973.14,-80.244
1973.63,-78.154
1974.12,-79.618
1974.61,-79.241
1975.10,-79.592
1975.59,-77.725
1976.07,-78.647
1976.56,-78.179
1977.05,-78.485
1977.54,-78.896
1978.03,-79.545
1978.52,-78.608
1979.00,-78.021
1979.49,-79.678
1979.98,-78.248
1980.47,-78.583
1980.96,-79.749
1981.45,-77.790
1981.93,-77.842
1982.42,-78.730
1982.91,-78.874
1983.40,-77.077
1983.89,-77.788
1984.38,-79.237
1984.86,-79.110
1985.35,-78.732
1985.84,-79.710
1986.33,-78.749
1986.82,-77.854
1987.30,-80.410
1987.79,-79.341
1988.28,-78.450
1988.77,-78.228
1989.26,-77.954
1989.75,-78.066
1990.23,-78.100
1990.72,-78.517
1991.21,-79.038
1991.70,-78.500
1992.19,-77.733
1992.68,-79.547
1993.16,-77.911
1993.65,-77.960
1994.14,-77.636
1994.63,-79.046
1995.12,-76.887
1995.61,-75.887
1996.09,-79.283
1996.58,-78.791
1997.07,-77.359
1997.56,-79.037
1998.05,-78.195
1998.54,-79.913
1999.02,-79.225
1999.51,-80.245
2000.00,-79.603
2000.49,-78.770
2000.98,-76.607
2001.46,-78.127
2001.95,-77.603
2002.44,-77.637
2002.93,-80.022
2003.42,-79.830
2003.91,-76.653
2004.39,-78.364
2004.88,-77.439
2005.37,-78.148
2005.86,-78.203
2006.35,-78.884
2006.84,-78.475
2007.32,-78.943
2007.81,-77.993
2008.30,-77.865
2008.79,-76.641
2009.28,-79.579
2009.77,-78.960
2010.25,-79.197
2010.74,-78.748
2011.23,-79.347
2011.72,-79.271
2012.21,-80.350
2012.70,-77.682
2013.18,-76.922
2013.67,-77.904
2014.16,-79.062
2014.65,-78.786
2015.14,-77.063
2015.62,-77.700
2016.11,-78.939
2016.60,-77.490
2017.09,-77.730
2017.58,-77.429
2018.07,-78.775
2018.55,-77.138
2019.04,-77.724
2019.53,-77.054
2020.02,-77.839
2020.51,-79.309
2021.00,-79.530
2021.48,-78.389
2021.97,-78.932
2022.46,-78.727
2022.95,-78.444
2023.44,-78.383
2023.93,-77.708
2024.41,-77.488
2024.90,-76.639
2025.39,-77.199
2025.88,-77.619
2026.37,-77.252
2026.86,-77.335
2027.34,-76.784
2027.83,-78.031
2028.32,-77.915
2028.81,-77.289
2029.30,-76.727
2029.79,-78.576
2030.27,-76.417
2030.76,-76.667
2031.25,-76.544
2031.74,-76.378
2032.23,-76.797
2032.71,-76.461
2033.20,-75.678
2033.69,-76.857
2034.18,-76.559
2034.67,-76.129
2035.16,-79.040
2035.64,-76.264
2036.13,-75.998
2036.62,-77.041
2037.11,-77.675
2037.60,-76.262
2038.09,-77.198
2038.57,-76.717
2039.06,-76.456
2039.55,-76.634
2040.04,-76.274
2040.53,-78.285
2041.02,-75.487
2041.50,-75.073
2041.99,-76.417
2042.48,-76.579
2042.97,-75.574
2043.46,-75.365
2043.95,-75.761
2044.43,-76.411
2044.92,-75.663
2045.41,-74.976
2045.90,-76.979
2046.39,-77.208
2046.88,-76.281
2047.36,-75.077
2047.85,-75.242
2048.34,-75.676
2048.83,-76.592
2049.32,-75.165
2049.80,-77.276
2050.29,-76.605
2050.78,-75.493
2051.27,-76.788
2051.76,-76.439
2052.25,-75.928
2052.73,-74.986
2053.22,-76.227
2053.71,-76.448
2054.20,-76.974
2054.69,-76.878
2055.18,-76.997
2055.66,-74.519
2056.15,-76.223
2056.64,-75.672
2057.13,-74.690
2057.62,-77.066
2058.11,-75.235
2058.59,-75.401
2059.08,-77.294
2059.57,-76.344
2060.06,-74.492
2060.55,-76.187
2061.04,-76.376
2061.52,-75.912
2062.01,-76.233
2062.50,-75.249
2062.99,-76.545
2063.48,-73.474
2063.96,-74.987
2064.45,-75.144
2064.94,-73.824
2065.43,-74.564
2065.92,-74.801
2066.41,-74.689
2066.89,-74.097
2067.38,-75.417
2067.87,-76.572
2068.36,-76.007
2068.85,-74.688
2069.34,-75.219
2069.82,-74.086
2070.31,-75.803
2070.80,-73.875
2071.29,-75.171
2071.78,-73.468
2072.27,-75.670
2072.75,-74.366
2073.24,-74.358
2073.73,-72.809
2074.22,-74.255
2074.71,-74.345
2075.20,-74.805
2075.68,-74.570
2076.17,-73.687
2076.66,-73.659
2077.15,-73.783
2077.64,-74.460
2078.12,-75.180
2078.61,-74.243
2079.10,-72.870
2079.59,-75.316
2080.08,-74.113
2080.57,-73.313
2081.05,-74.803
2081.54,-75.392
2082.03,-73.807
2082.52,-73.677
2083.01,-72.601
2083.50,-75.189
2083.98,-71.816
2084.47,-74.186
2084.96,-73.718
2085.45,-74.781
2085.94,-72.825
2086.43,-73.514
2086.91,-73.732
2087.40,-73.091
2087.89,-72.576
2088.38,-73.343
2088.87,-73.089
2089.36,-73.652
2089.84,-74.975
2090.33,-73.866
2090.82,-74.686
2091.31,-74.004
2091.80,-73.589
2092.29,-74.416
2092.77,-72.604
2093.26,-74.628
2093.75,-74.127
2094.24,-73.363
2094.73,-72.311
2095.21,-73.168
2095.70,-74.864
2096.19,-71.731
2096.68,-74.122
2097.17,-72.555
2097.66,-73.894
2098.14,-73.835
2098.63,-72.105
2099.12,-72.350
2099.61,-72.799
2100.10,-73.643
2100.59,-72.412
2101.07,-72.151
2101.56,-72.994
2102.05,-73.138
2102.54,-72.656
2103.03,-70.982
2103.52,-70.734
2104.00,-71.599
2104.49,-72.774
2104.98,-72.885
2105.47,-72.235
2105.96,-72.938
2106.45,-71.199
2106.93,-70.869
2107.42,-71.399
2107.91,-70.450
2108.40,-70.958
2108.89,-71.783
2109.38,-71.165
2109.86,-72.723
2110.35,-72.993
2110.84,-72.181
2111.33,-72.371
2111.82,-71.684
2112.30,-70.808
2112.79,-71.688
2113.28,-71.900
2113.77,-70.905
2114.26,-71.095
2114.75,-71.836
2115.23,-70.090
2115.72,-71.853
2116.21,-71.916
2116.70,-70.758
2117.19,-71.811
2117.68,-70.831
2118.16,-70.930
2118.65,-69.669
2119.14,-70.314
2119.63,-70.429
2120.12,-70.674
2120.61,-70.033
2121.09,-69.830
2121.58,-70.757
2122.07,-70.340
2122.56,-68.834
2123.05,-71.186
2123.54,-70.095
2124.02,-70.215
2124.51,-70.349
2125.00,-68.552
2125.49,-69.263
2125.98,-69.288
2126.46,-71.957
2126.95,-70.574
2127.44,-73.408
2127.93,-71.864
2128.42,-68.619
2128.91,-69.842
2129.39,-71.932
2129.88,-71.713
2130.37,-70.394
2130.86,-69.954
2131.35,-69.920
2131.84,-69.779
2132.32,-68.208
2132.81,-67.717
2133.30,-68.953
2133.79,-69.224
2134.28,-67.741
2134.77,-67.736
2135.25,-69.351
2135.74,-69.282
2136.23,-71.119
2136.72,-70.791
2137.21,-68.800
2137.70,-68.577
2138.18,-68.122
2138.67,-67.719
2139.16,-70.526
2139.65,-69.447
2140.14,-68.719
2140.62,-67.778
2141.11,-68.087
2141.60,-68.845
2142.09,-69.002
2142.58,-71.402
2143.07,-67.640
2143.55,-69.912
2144.04,-68.563
2144.53,-68.937
2145.02,-67.666
2145.51,-70.090
2146.00,-68.086
2146.48,-69.742
2146.97,-68.794
2147.46,-69.264
2147.95,-67.368
2148.44,-68.038
2148.93,-67.153
2149.41,-67.187
2149.90,-66.785
2150.39,-67.476
2150.88,-67.550
2151.37,-67.097
2151.86,-66.651
2152.34,-65.833
2152.83,-66.523
2153.32,-66.202
2153.81,-66.851
2154.30,-66.870
2154.79,-66.667
2155.27,-67.228
2155.76,-65.972
2156.25,-66.482
2156.74,-65.057
2157.23,-65.587
2157.71,-67.093
2158.20,-66.375
2158.69,-65.548
2159.18,-66.227
2159.67,-65.647
2160.16,-66.684
2160.64,-65.311
2161.13,-67.089
2161.62,-64.675
2162.11,-64.632
2162.60,-65.384
2163.09,-63.715
2163.57,-65.850
2164.06,-64.380
2164.55,-64.349
2165.04,-64.267
2165.53,-65.087
2166.02,-63.827
2166.50,-66.010
2166.99,-66.191
2167.48,-65.260
2167.97,-64.159
2168.46,-63.383
2168.95,-62.809
2169.43,-63.054
2169.92,-63.134
2170.41,-64.230
2170.90,-62.815
2171.39,-65.710
2171.88,-65.029
2172.36,-64.258
2172.85,-63.301
2173.34,-61.707
2173.83,-63.084
2174.32,-63.358
2174.80,-62.762
2175.29,-63.124
2175.78,-62.756
2176.27,-63.968
2176.76,-62.370
2177.25,-61.231
2177.73,-64.283
2178.22,-60.706
2178.71,-60.700
2179.20,-63.247
2179.69,-61.767
2180.18,-61.479
2180.66,-63.749
2181.15,-60.585
2181.64,-63.367
2182.13,-61.836
2182.62,-62.767
2183.11,-61.712
2183.59,-62.567
2184.08,-61.610
2184.57,-62.507
2185.06,-60.831
2185.55,-62.991
2186.04,-61.475
2186.52,-61.518
2187.01,-61.125
2187.50,-61.788
2187.99,-61.595
2188.48,-59.583
2188.96,-60.553
2189.45,-62.125
2189.94,-61.204
2190.43,-59.589
2190.92,-59.771
2191.41,-59.851
2191.89,-60.974
2192.38,-61.477
2192.87,-62.135
2193.36,-60.608
2193.85,-60.419
2194.34,-60.458
2194.82,-61.144
2195.31,-60.943
2195.80,-60.955
2196.29,-62.387
2196.78,-61.029
2197.27,-61.531
2197.75,-62.270
2198.24,-61.673
2198.73,-60.081
2199.22,-62.071
2199.71,-60.882
2200.20,-61.114
2200.68,-60.088
2201.17,-60.482
2201.66,-60.824
2202.15,-61.142
2202.64,-60.850
2203.12,-62.010
2203.61,-61.089
2204.10,-62.298
2204.59,-62.671
2205.08,-62.176
2205.57,-61.832
2206.05,-59.711
2206.54,-60.935
2207.03,-61.376
2207.52,-62.806
2208.01,-60.862
2208.50,-59.259
2208.98,-62.476
2209.47,-61.404
2209.96,-61.320
2210.45,-61.634
2210.94,-61.556
2211.43,-60.933
2211.91,-62.045
2212.40,-62.440
2212.89,-60.508
2213.38,-62.692
2213.87,-62.734
2214.36,-62.525
2214.84,-61.179
2215.33,-61.256
2215.82,-60.488
2216.31,-62.570
2216.80,-63.561
2217.29,-64.059
2217.77,-63.330
2218.26,-63.104
2218.75,-64.808
2219.24,-64.150
2219.73,-63.831
2220.21,-63.330
2220.70,-63.773
2221.19,-61.989
2221.68,-61.466
2222.17,-64.700
2222.66,-64.478
2223.14,-62.456
2223.63,-63.441
2224.12,-65.643
2224.61,-63.360
2225.10,-63.264
2225.59,-63.692
2226.07,-65.596
2226.56,-62.877
2227.05,-66.337
2227.54,-64.752
2228.03,-65.672
2228.52,-67.408
2229.00,-65.672
2229.49,-65.878
2229.98,-65.719
2230.47,-64.671
2230.96,-66.315
2231.45,-64.657
2231.93,-65.128
2232.42,-64.651
2232.91,-63.760
2233.40,-66.779
2233.89,-66.227
2234.38,-65.700
2234.86,-64.808
2235.35,-65.551
2235.84,-64.447
2236.33,-67.071
2236.82,-66.613
2237.30,-65.125
2237.79,-64.394
2238.28,-64.281
2238.77,-65.224
2239.26,-64.805
2239.75,-64.992
2240.23,-64.075
2240.72,-66.402
2241.21,-65.626
2241.70,-66.544
2242.19,-66.639
2242.68,-66.217
2243.16,-64.976
2243.65,-67.770
2244.14,-67.747
2244.63,-67.792
2245.12,-67.139
2245.61,-66.558
2246.09,-68.045
2246.58,-66.308
2247.07,-66.984
2247.56,-66.877
2248.05,-65.569
2248.54,-66.739
2249.02,-66.628
2249.51,-67.369
2250.00,-67.322
2250.49,-66.586
2250.98,-69.020
2251.46,-68.642
2251.95,-67.697
2252.44,-65.828
2252.93,-69.256
2253.42,-67.072
2253.91,-68.698
2254.39,-68.522
2254.88,-67.855
2255.37,-68.349
2255.86,-68.078
2256.35,-68.412
2256.84,-66.709
2257.32,-69.504
2257.81,-67.165
2258.30,-67.542
2258.79,-69.244
2259.28,-67.963
2259.77,-68.328
2260.25,-68.644
2260.74,-68.097
2261.23,-66.958
2261.72,-70.259
2262.21,-68.468
2262.70,-68.699
2263.18,-68.291
2263.67,-67.505
2264.16,-68.323
2264.65,-69.204
2265.14,-69.298
2265.62,-69.059
2266.11,-68.143
2266.60,-70.426
2267.09,-68.987
2267.58,-69.489
2268.07,-69.323
2268.55,-68.908
2269.04,-67.297
2269.53,-67.967
2270.02,-69.598
2270.51,-70.723
2271.00,-69.597
2271.48,-69.576
2271.97,-70.854
2272.46,-69.732
2272.95,-69.216
2273.44,-69.138
2273.93,-69.407
2274.41,-69.645
2274.90,-69.186
2275.39,-69.768
2275.88,-70.992
2276.37,-70.422
2276.86,-71.540
2277.34,-70.696
2277.83,-70.295
2278.32,-70.098
2278.81,-70.087
2279.30,-68.652
2279.79,-71.400
2280.27,-71.276
2280.76,-69.748
2281.25,-68.615
2281.74,-71.117
2282.23,-71.508
2282.71,-71.844
2283.20,-70.906
2283.69,-70.547
2284.18,-71.630
2284.67,-71.801
2285.16,-70.127
2285.64,-71.102
2286.13,-69.588
2286.62,-70.636
2287.11,-69.609
2287.60,-71.216
2288.09,-71.380
2288.57,-71.298
2289.06,-69.523
2289.55,-70.777
2290.04,-71.900
2290.53,-71.012
2291.02,-70.137
2291.50,-70.040
2291.99,-70.021
2292.48,-71.345
2292.97,-71.894
2293.46,-70.995
2293.95,-70.907
2294.43,-70.855
2294.92,-70.457
2295.41,-71.306
2295.90,-71.160
2296.39,-70.199
2296.88,-70.921
2297.36,-73.388
2297.85,-71.888
2298.34,-71.335
2298.83,-69.838
2299.32,-69.497
2299.80,-70.618
2300.29,-71.779
2300.78,-71.494
2301.27,-72.105
2301.76,-71.396
2302.25,-72.912
2302.73,-71.067
2303.22,-71.150
2303.71,-70.666
2304.20,-73.479
2304.69,-73.021
2305.18,-71.315
2305.66,-70.923
2306.15,-72.401
2306.64,-72.665
2307.13,-70.185
2307.62,-71.018
2308.11,-71.419
2308.59,-71.562
2309.08,-72.892
2309.57,-73.028
2310.06,-72.506
2310.55,-73.323
2311.04,-71.039
2311.52,-73.328
2312.01,-70.981
2312.50,-74.077
2312.99,-72.442
2313.48,-72.062
2313.96,-72.680
2314.45,-71.915
2314.94,-70.993
2315.43,-72.598
2315.92,-73.065
2316.41,-72.026
2316.89,-71.722
2317.38,-72.676
2317.87,-71.676
2318.36,-71.019
2318.85,-72.049
2319.34,-70.780
2319.82,-72.258
2320.31,-72.457
2320.80,-72.854
2321.29,-73.411
2321.78,-71.615
2322.27,-73.211
2322.75,-71.966
2323.24,-72.323
2323.73,-70.827
2324.22,-71.821
2324.71,-72.081
2325.20,-72.900
2325.68,-71.395
2326.17,-70.978
2326.66,-71.677
2327.15,-71.458
2327.64,-71.526
2328.12,-73.027
2328.61,-72.582
2329.10,-72.968
2329.59,-73.198
2330.08,-73.279
2330.57,-71.306
2331.05,-74.104
2331.54,-72.987
2332.03,-71.281
2332.52,-70.284
2333.01,-71.471
2333.50,-72.415
2333.98,-74.256
2334.47,-71.427
2334.96,-72.741
2335.45,-72.194
2335.94,-71.944
2336.43,-73.669
2336.91,-73.461
2337.40,-73.462
2337.89,-70.863
2338.38,-72.455
2338.87,-72.982
2339.36,-73.796
2339.84,-73.032
2340.33,-73.140
2340.82,-71.065
2341.31,-73.802
2341.80,-73.173
2342.29,-73.571
2342.77,-73.486
2343.26,-73.893
2343.75,-73.749
2344.24,-72.733
2344.73,-72.481
2345.21,-72.759
2345.70,-72.993
2346.19,-74.113
2346.68,-73.949
2347.17,-73.076
2347.66,-74.067
2348.14,-72.499
2348.63,-73.141
2349.12,-73.600
2349.61,-73.252
2350.10,-73.546
2350.59,-75.714
2351.07,-73.178
2351.56,-74.960
2352.05,-74.116
2352.54,-74.529
2353.03,-73.995
2353.52,-74.081
2354.00,-75.636
2354.49,-75.083
2354.98,-73.898
2355.47,-73.808
2355.96,-72.116
2356.45,-72.450
2356.93,-72.167
2357.42,-73.173
2357.91,-73.894
2358.40,-73.537
2358.89,-73.597
2359.38,-71.660
2359.86,-73.586
2360.35,-74.544
2360.84,-73.255
2361.33,-75.296
2361.82,-72.910
2362.30,-72.367
2362.79,-73.656
2363.28,-72.345
2363.77,-72.508
2364.26,-73.047
2364.75,-72.910
2365.23,-74.406
2365.72,-74.058
2366.21,-72.568
2366.70,-73.814
2367.19,-73.477
2367.68,-73.424
2368.16,-73.555
2368.65,-71.985
2369.14,-74.649
2369.63,-75.468
2370.12,-74.349
2370.61,-73.341
2371.09,-73.809
2371.58,-72.723
2372.07,-72.727
2372.56,-73.699
2373.05,-72.471
2373.54,-74.097
2374.02,-71.917
2374.51,-72.583
2375.00,-73.648
2375.49,-73.525
2375.98,-73.581
2376.46,-73.752
2376.95,-74.284
2377.44,-74.030
2377.93,-73.819
2378.42,-74.342
2378.91,-72.904
2379.39,-73.857
2379.88,-73.029
2380.37,-73.395
2380.86,-73.486
2381.35,-74.927
2381.84,-75.077
2382.32,-73.996
2382.81,-74.666
2383.30,-73.299
2383.79,-73.313
2384.28,-72.187
2384.77,-72.948
2385.25,-74.664
2385.74,-74.478
2386.23,-75.106
2386.72,-73.914
2387.21,-73.519
2387.70,-75.470
2388.18,-74.635
2388.67,-72.918
2389.16,-74.282
2389.65,-73.146
2390.14,-72.635
2390.62,-73.328
2391.11,-72.801
2391.60,-73.252
2392.09,-72.111
2392.58,-71.422
2393.07,-73.106
2393.55,-74.613
2394.04,-72.060
2394.53,-74.222
2395.02,-73.479
2395.51,-73.867
2396.00,-72.867
2396.48,-75.463
2396.97,-74.490
2397.46,-74.532
2397.95,-75.216
2398.44,-74.017
2398.93,-76.442
2399.41,-74.912
2399.90,-73.064
2400.39,-73.360
2400.88,-75.145
2401.37,-72.238
2401.86,-73.266
2402.34,-73.769
2402.83,-74.923
2403.32,-73.962
2403.81,-75.806
2404.30,-73.634
